task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
166	b0/c7ba83	3653886	pipeline:assign_features_with_stringtie:stringtie (155)	COMPLETED	0	2025-08-06 12:39:06.231	2.1s	117ms	24.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
151	ba/d1e844	3654070	pipeline:assign_features_with_stringtie:stringtie (140)	COMPLETED	0	2025-08-06 12:39:08.296	736ms	117ms	24.7%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
172	ed/568944	3654279	pipeline:assign_features_with_stringtie:stringtie (161)	COMPLETED	0	2025-08-06 12:39:09.038	674ms	125ms	23.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
171	3c/688c80	3654486	pipeline:assign_features_with_stringtie:stringtie (160)	COMPLETED	0	2025-08-06 12:39:09.718	658ms	109ms	19.4%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
168	88/47270f	3654698	pipeline:assign_features_with_stringtie:stringtie (157)	COMPLETED	0	2025-08-06 12:39:10.381	712ms	120ms	18.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
167	10/9e8090	3654905	pipeline:assign_features_with_stringtie:stringtie (156)	COMPLETED	0	2025-08-06 12:39:11.100	960ms	124ms	29.3%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
170	88/f58f56	3655115	pipeline:assign_features_with_stringtie:stringtie (159)	COMPLETED	0	2025-08-06 12:39:12.066	1.1s	114ms	18.6%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
161	bb/3c9a94	3655325	pipeline:assign_features_with_stringtie:stringtie (150)	COMPLETED	0	2025-08-06 12:39:13.215	1.6s	102ms	19.9%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
173	77/b9f0c8	3655534	pipeline:assign_features_with_stringtie:stringtie (162)	COMPLETED	0	2025-08-06 12:39:14.792	1s	154ms	19.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
156	e4/263878	3655744	pipeline:assign_features_with_stringtie:stringtie (145)	COMPLETED	0	2025-08-06 12:39:15.828	3.4s	2.5s	1.2%	4 MB	37.2 MB	1.4 MB	49.3 KB
177	0f/ce7f17	3656068	pipeline:assign_features_with_stringtie:stringtie (166)	COMPLETED	0	2025-08-06 12:39:19.268	830ms	138ms	16.2%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
174	0d/aa7d2c	3656332	pipeline:assign_features_with_stringtie:stringtie (163)	COMPLETED	0	2025-08-06 12:39:20.243	918ms	122ms	23.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
175	ba/c2bfd3	3656541	pipeline:assign_features_with_stringtie:stringtie (164)	COMPLETED	0	2025-08-06 12:39:21.165	768ms	121ms	23.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
169	bd/e8617f	3656751	pipeline:assign_features_with_stringtie:stringtie (158)	COMPLETED	0	2025-08-06 12:39:21.938	933ms	121ms	17.9%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
176	e4/489688	3656959	pipeline:assign_features_with_stringtie:stringtie (165)	COMPLETED	0	2025-08-06 12:39:22.876	1s	398ms	6.8%	4 MB	37.2 MB	1.4 MB	49.4 KB
178	ac/a65655	3657170	pipeline:assign_features_with_stringtie:stringtie (167)	COMPLETED	0	2025-08-06 12:39:23.889	1.7s	412ms	6.5%	5.6 MB	43.8 MB	1.4 MB	49.4 KB
179	b6/7c5521	3657379	pipeline:assign_features_with_stringtie:stringtie (168)	COMPLETED	0	2025-08-06 12:39:25.597	1.5s	129ms	16.9%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
182	dd/6a7e6f	3657589	pipeline:assign_features_with_stringtie:stringtie (171)	COMPLETED	0	2025-08-06 12:39:27.093	2.6s	280ms	12.1%	4 MB	37.2 MB	1.4 MB	49.4 KB
181	a3/8a1dc5	3657799	pipeline:assign_features_with_stringtie:stringtie (170)	COMPLETED	0	2025-08-06 12:39:29.744	2s	906ms	3.1%	4 MB	37.2 MB	1.4 MB	49.4 KB
183	c7/439fd4	3658008	pipeline:assign_features_with_stringtie:stringtie (172)	COMPLETED	0	2025-08-06 12:39:31.718	2.9s	1.2s	3.2%	4 MB	37.2 MB	1.4 MB	49.4 KB
187	e8/92ed3d	3658248	pipeline:assign_features_with_stringtie:stringtie (176)	COMPLETED	0	2025-08-06 12:39:34.640	5.7s	3.5s	1.1%	4 MB	37.2 MB	1.4 MB	49.3 KB
184	85/6003c0	3658620	pipeline:assign_features_with_stringtie:stringtie (173)	COMPLETED	0	2025-08-06 12:39:40.327	4.2s	2.3s	1.3%	4 MB	37.2 MB	1.4 MB	49.4 KB
195	32/900b76	3658938	pipeline:assign_features_with_stringtie:stringtie (184)	COMPLETED	0	2025-08-06 12:39:44.516	3.8s	138ms	21.2%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
180	b5/de6bdd	3659249	pipeline:assign_features_with_stringtie:stringtie (169)	COMPLETED	0	2025-08-06 12:39:48.345	5.8s	232ms	10.7%	4 MB	37.2 MB	1.4 MB	49.4 KB
192	f5/d767b9	3659461	pipeline:assign_features_with_stringtie:stringtie (181)	COMPLETED	0	2025-08-06 12:39:54.109	11.4s	10.5s	0.3%	4 MB	37.2 MB	1.4 MB	49.3 KB
193	4d/168964	3660732	pipeline:assign_features_with_stringtie:stringtie (182)	COMPLETED	0	2025-08-06 12:40:05.563	6.4s	5.8s	0.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
191	cd/8d4110	3661190	pipeline:assign_features_with_stringtie:stringtie (180)	COMPLETED	0	2025-08-06 12:40:11.983	1.6s	164ms	19.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
188	60/639f77	3661503	pipeline:assign_features_with_stringtie:stringtie (177)	COMPLETED	0	2025-08-06 12:40:13.563	3.2s	154ms	14.7%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
196	45/b82d07	3661729	pipeline:assign_features_with_stringtie:stringtie (185)	COMPLETED	0	2025-08-06 12:40:16.761	1.2s	123ms	23.5%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
189	61/c0b274	3661915	pipeline:assign_features_with_stringtie:stringtie (178)	COMPLETED	0	2025-08-06 12:40:17.936	2.2s	978ms	3.9%	4 MB	37.2 MB	1.4 MB	49.3 KB
201	32/b8d812	3662124	pipeline:assign_features_with_stringtie:stringtie (190)	COMPLETED	0	2025-08-06 12:40:20.119	2.8s	153ms	14.9%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
198	9e/bec637	3662437	pipeline:assign_features_with_stringtie:stringtie (187)	COMPLETED	0	2025-08-06 12:40:22.921	1.4s	127ms	22.5%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
199	a4/25a421	3662649	pipeline:assign_features_with_stringtie:stringtie (188)	COMPLETED	0	2025-08-06 12:40:24.306	2.6s	613ms	4.5%	4 MB	37.2 MB	1.4 MB	49.4 KB
190	79/868013	3662963	pipeline:assign_features_with_stringtie:stringtie (179)	COMPLETED	0	2025-08-06 12:40:26.916	2.7s	1.6s	1.8%	4 MB	37.2 MB	1.4 MB	49.3 KB
185	2d/a100da	3663226	pipeline:assign_features_with_stringtie:stringtie (174)	COMPLETED	0	2025-08-06 12:40:29.600	1.1s	163ms	14.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
186	42/6bfe2a	3663439	pipeline:assign_features_with_stringtie:stringtie (175)	COMPLETED	0	2025-08-06 12:40:30.705	3.2s	935ms	4.1%	4 MB	37.2 MB	1.4 MB	49.4 KB
202	8d/13c8e4	3663654	pipeline:assign_features_with_stringtie:stringtie (191)	COMPLETED	0	2025-08-06 12:40:33.908	1s	152ms	15.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
203	4d/b93dd6	3663865	pipeline:assign_features_with_stringtie:stringtie (192)	COMPLETED	0	2025-08-06 12:40:34.942	1.2s	127ms	22.3%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
197	31/25af25	3664074	pipeline:assign_features_with_stringtie:stringtie (186)	COMPLETED	0	2025-08-06 12:40:36.215	913ms	113ms	18.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
200	c2/81163d	3664285	pipeline:assign_features_with_stringtie:stringtie (189)	COMPLETED	0	2025-08-06 12:40:37.133	2s	413ms	10.9%	4 MB	37.2 MB	1.4 MB	49.4 KB
210	a8/901ce5	3664494	pipeline:assign_features_with_stringtie:stringtie (199)	COMPLETED	0	2025-08-06 12:40:39.105	3.1s	130ms	17.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
209	6e/143310	3664706	pipeline:assign_features_with_stringtie:stringtie (198)	COMPLETED	0	2025-08-06 12:40:42.257	2.5s	1.7s	2.3%	4 MB	37.2 MB	1.4 MB	49.4 KB
215	cb/97c4e4	3664969	pipeline:assign_features_with_stringtie:stringtie (204)	COMPLETED	0	2025-08-06 12:40:44.780	1.8s	131ms	16.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
214	0e/5d51ed	3665154	pipeline:assign_features_with_stringtie:stringtie (203)	COMPLETED	0	2025-08-06 12:40:46.567	3.9s	2.9s	1.0%	4 MB	37.2 MB	1.4 MB	49.3 KB
194	f1/e168bf	3665472	pipeline:assign_features_with_stringtie:stringtie (183)	COMPLETED	0	2025-08-06 12:40:50.464	3s	2.3s	1.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
217	ce/01e8ab	3665792	pipeline:assign_features_with_stringtie:stringtie (206)	COMPLETED	0	2025-08-06 12:40:53.498	2.3s	1.7s	1.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
205	cc/1a1a1b	3666030	pipeline:assign_features_with_stringtie:stringtie (194)	COMPLETED	0	2025-08-06 12:40:55.821	2.6s	1.9s	1.6%	4 MB	37.2 MB	1.4 MB	49.4 KB
211	ce/e90d8b	3666293	pipeline:assign_features_with_stringtie:stringtie (200)	COMPLETED	0	2025-08-06 12:40:58.398	1.4s	452ms	24.1%	7.4 MB	44 MB	237.1 MB	95.9 KB
207	bb/b911a0	3666505	pipeline:assign_features_with_stringtie:stringtie (196)	COMPLETED	0	2025-08-06 12:40:59.847	857ms	143ms	20.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
212	5c/3a21b3	3666715	pipeline:assign_features_with_stringtie:stringtie (201)	COMPLETED	0	2025-08-06 12:41:00.711	8s	216ms	19.1%	7.4 MB	236.9 MB	64.2 MB	82.3 KB
221	6b/22cc63	3666935	pipeline:assign_features_with_stringtie:stringtie (210)	COMPLETED	0	2025-08-06 12:41:08.700	3.6s	141ms	15.7%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
220	dc/971a5a	3667145	pipeline:assign_features_with_stringtie:stringtie (209)	COMPLETED	0	2025-08-06 12:41:12.301	718ms	201ms	16.1%	4 MB	37.2 MB	1.4 MB	49.3 KB
213	73/5df54b	3667327	pipeline:assign_features_with_stringtie:stringtie (202)	COMPLETED	0	2025-08-06 12:41:13.026	658ms	114ms	24.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
216	e1/3d6498	3667537	pipeline:assign_features_with_stringtie:stringtie (205)	COMPLETED	0	2025-08-06 12:41:13.691	663ms	155ms	14.6%	4.3 MB	10.5 MB	1.4 MB	49.3 KB
208	08/21c950	3667745	pipeline:assign_features_with_stringtie:stringtie (197)	COMPLETED	0	2025-08-06 12:41:14.359	640ms	132ms	16.9%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
206	74/e2717a	3667955	pipeline:assign_features_with_stringtie:stringtie (195)	COMPLETED	0	2025-08-06 12:41:15.007	682ms	110ms	18.4%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
204	22/3e9b6e	3668162	pipeline:assign_features_with_stringtie:stringtie (193)	COMPLETED	0	2025-08-06 12:41:15.694	658ms	122ms	29.1%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
230	e9/6acc76	3668370	pipeline:assign_features_with_stringtie:stringtie (219)	COMPLETED	0	2025-08-06 12:41:16.356	684ms	194ms	16.5%	4 MB	37.2 MB	1.4 MB	49.3 KB
218	a9/9ad83a	3668585	pipeline:assign_features_with_stringtie:stringtie (207)	COMPLETED	0	2025-08-06 12:41:17.045	760ms	118ms	28.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
226	7b/50a558	3668794	pipeline:assign_features_with_stringtie:stringtie (215)	COMPLETED	0	2025-08-06 12:41:17.810	713ms	200ms	12.2%	4 MB	37.2 MB	1.4 MB	49.3 KB
227	43/7d23ef	3669002	pipeline:assign_features_with_stringtie:stringtie (216)	COMPLETED	0	2025-08-06 12:41:18.527	822ms	134ms	22.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
229	ff/7ac48a	3669315	pipeline:assign_features_with_stringtie:stringtie (218)	COMPLETED	0	2025-08-06 12:41:19.353	679ms	126ms	17.1%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
228	7a/449460	3669525	pipeline:assign_features_with_stringtie:stringtie (217)	COMPLETED	0	2025-08-06 12:41:20.037	678ms	116ms	30.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
232	40/7ac9fb	3669734	pipeline:assign_features_with_stringtie:stringtie (221)	COMPLETED	0	2025-08-06 12:41:20.754	709ms	185ms	13.0%	4 MB	37.2 MB	1.4 MB	49.3 KB
222	f1/a4e8d4	3669945	pipeline:assign_features_with_stringtie:stringtie (211)	COMPLETED	0	2025-08-06 12:41:21.470	1.4s	974ms	2.9%	7.6 MB	236.9 MB	1.5 MB	52.8 KB
231	2d/39f28f	3670153	pipeline:assign_features_with_stringtie:stringtie (220)	COMPLETED	0	2025-08-06 12:41:22.921	790ms	139ms	21.1%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
238	40/a99db7	3670467	pipeline:assign_features_with_stringtie:stringtie (227)	COMPLETED	0	2025-08-06 12:41:23.716	655ms	111ms	25.1%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
237	c6/9854b6	3670677	pipeline:assign_features_with_stringtie:stringtie (226)	COMPLETED	0	2025-08-06 12:41:24.377	1.1s	602ms	4.6%	4 MB	37.2 MB	1.4 MB	49.4 KB
235	5f/c86300	3670885	pipeline:assign_features_with_stringtie:stringtie (224)	COMPLETED	0	2025-08-06 12:41:25.556	690ms	116ms	17.8%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
224	a5/9e4e1e	3671094	pipeline:assign_features_with_stringtie:stringtie (213)	COMPLETED	0	2025-08-06 12:41:26.251	1.1s	551ms	5.0%	4 MB	37.2 MB	1.4 MB	49.3 KB
223	8a/e00a8f	3671302	pipeline:assign_features_with_stringtie:stringtie (212)	COMPLETED	0	2025-08-06 12:41:27.312	783ms	124ms	17.2%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
234	eb/5bbc41	3671512	pipeline:assign_features_with_stringtie:stringtie (223)	COMPLETED	0	2025-08-06 12:41:28.100	670ms	109ms	25.5%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
236	4c/ca5869	3671719	pipeline:assign_features_with_stringtie:stringtie (225)	COMPLETED	0	2025-08-06 12:41:28.777	666ms	117ms	23.5%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
241	b6/0d5149	3671903	pipeline:assign_features_with_stringtie:stringtie (230)	COMPLETED	0	2025-08-06 12:41:29.448	949ms	112ms	24.4%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
225	a0/d337bb	3672112	pipeline:assign_features_with_stringtie:stringtie (214)	COMPLETED	0	2025-08-06 12:41:30.402	790ms	125ms	17.3%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
240	69/4a4558	3672322	pipeline:assign_features_with_stringtie:stringtie (229)	COMPLETED	0	2025-08-06 12:41:31.198	836ms	166ms	14.0%	4 MB	37.2 MB	1.4 MB	49.4 KB
242	c2/f32ba6	3672532	pipeline:assign_features_with_stringtie:stringtie (231)	COMPLETED	0	2025-08-06 12:41:32.039	800ms	113ms	18.6%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
246	67/8198db	3672741	pipeline:assign_features_with_stringtie:stringtie (235)	COMPLETED	0	2025-08-06 12:41:32.845	2.9s	2.3s	1.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
245	c5/251346	3673110	pipeline:assign_features_with_stringtie:stringtie (234)	COMPLETED	0	2025-08-06 12:41:35.784	1s	112ms	25.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
233	23/27c465	3673319	pipeline:assign_features_with_stringtie:stringtie (222)	COMPLETED	0	2025-08-06 12:41:36.833	4.6s	143ms	15.7%	2.7 MB	3.8 MB	1.8 MB	55.6 KB
243	14/ac75cc	3673531	pipeline:assign_features_with_stringtie:stringtie (232)	COMPLETED	0	2025-08-06 12:41:41.443	2.5s	141ms	15.8%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
244	0e/d8683b	3673741	pipeline:assign_features_with_stringtie:stringtie (233)	COMPLETED	0	2025-08-06 12:41:43.921	4.9s	4.2s	1.0%	4 MB	37.2 MB	1.4 MB	49.3 KB
219	c0/c7ff5b	3674113	pipeline:assign_features_with_stringtie:stringtie (208)	COMPLETED	0	2025-08-06 12:41:48.842	2s	146ms	15.3%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
239	0d/475aae	3674324	pipeline:assign_features_with_stringtie:stringtie (228)	COMPLETED	0	2025-08-06 12:41:50.853	2.4s	129ms	22.1%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
253	f9/53fda5	3674533	pipeline:assign_features_with_stringtie:stringtie (242)	COMPLETED	0	2025-08-06 12:41:53.272	1.6s	210ms	11.5%	4 MB	37.2 MB	1.4 MB	49.4 KB
250	1f/2718e3	3674743	pipeline:assign_features_with_stringtie:stringtie (239)	COMPLETED	0	2025-08-06 12:41:54.850	1.5s	128ms	17.1%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
247	81/a4f8c1	3674954	pipeline:assign_features_with_stringtie:stringtie (236)	COMPLETED	0	2025-08-06 12:41:56.308	4.7s	4.1s	0.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
251	8f/89394e	3675326	pipeline:assign_features_with_stringtie:stringtie (240)	COMPLETED	0	2025-08-06 12:42:01.041	1.3s	215ms	19.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
255	bc/f84f30	3675643	pipeline:assign_features_with_stringtie:stringtie (244)	COMPLETED	0	2025-08-06 12:42:02.330	914ms	151ms	14.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
249	66/eca566	3675853	pipeline:assign_features_with_stringtie:stringtie (238)	COMPLETED	0	2025-08-06 12:42:03.250	1.3s	122ms	17.2%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
257	b1/720d90	3676064	pipeline:assign_features_with_stringtie:stringtie (246)	COMPLETED	0	2025-08-06 12:42:04.529	3.1s	255ms	13.2%	4 MB	37.2 MB	1.4 MB	49.3 KB
252	f0/f8908b	3676274	pipeline:assign_features_with_stringtie:stringtie (241)	COMPLETED	0	2025-08-06 12:42:07.618	2.7s	411ms	6.6%	4 MB	37.2 MB	1.4 MB	49.4 KB
256	19/a3b9e7	3676486	pipeline:assign_features_with_stringtie:stringtie (245)	COMPLETED	0	2025-08-06 12:42:10.337	1.8s	399ms	22.5%	18.3 MB	62.2 MB	194.4 MB	71.6 KB
264	98/0c055b	3676801	pipeline:assign_features_with_stringtie:stringtie (253)	COMPLETED	0	2025-08-06 12:42:12.151	955ms	130ms	16.9%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
267	a0/5f346e	3677008	pipeline:assign_features_with_stringtie:stringtie (256)	COMPLETED	0	2025-08-06 12:42:13.112	1s	124ms	17.4%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
261	89/45bcab	3677219	pipeline:assign_features_with_stringtie:stringtie (250)	COMPLETED	0	2025-08-06 12:42:14.124	1.2s	120ms	18.2%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
262	bb/f8eaca	3677428	pipeline:assign_features_with_stringtie:stringtie (251)	COMPLETED	0	2025-08-06 12:42:15.358	18.2s	15.5s	0.2%	4 MB	37.2 MB	1.4 MB	49.3 KB
258	15/7a6386	3678223	pipeline:assign_features_with_stringtie:stringtie (247)	COMPLETED	0	2025-08-06 12:42:33.602	940ms	143ms	15.9%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
260	87/b355da	3678435	pipeline:assign_features_with_stringtie:stringtie (249)	COMPLETED	0	2025-08-06 12:42:34.547	6.6s	4.8s	0.6%	4 MB	37.2 MB	1.4 MB	49.3 KB
263	15/61a3ce	3678868	pipeline:assign_features_with_stringtie:stringtie (252)	COMPLETED	0	2025-08-06 12:42:41.130	8.4s	7s	0.4%	4 MB	37.2 MB	1.4 MB	49.3 KB
266	b1/ac4982	3679409	pipeline:assign_features_with_stringtie:stringtie (255)	COMPLETED	0	2025-08-06 12:42:49.566	1.3s	121ms	23.2%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
268	06/87c51a	3679722	pipeline:assign_features_with_stringtie:stringtie (257)	COMPLETED	0	2025-08-06 12:42:50.850	1.4s	217ms	14.9%	4 MB	37.2 MB	1.4 MB	49.3 KB
265	7e/05c2d5	3679906	pipeline:assign_features_with_stringtie:stringtie (254)	COMPLETED	0	2025-08-06 12:42:52.303	920ms	124ms	17.1%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
254	73/f34b46	3680116	pipeline:assign_features_with_stringtie:stringtie (243)	COMPLETED	0	2025-08-06 12:42:53.228	1s	132ms	22.1%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
270	12/eeb6b4	3680432	pipeline:assign_features_with_stringtie:stringtie (259)	COMPLETED	0	2025-08-06 12:42:54.278	1.5s	134ms	21.8%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
277	a5/f498ed	3680823	pipeline:assign_features_with_stringtie:stringtie (266)	COMPLETED	0	2025-08-06 12:42:55.803	863ms	134ms	16.6%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
274	e0/4cffc2	3681033	pipeline:assign_features_with_stringtie:stringtie (263)	COMPLETED	0	2025-08-06 12:42:56.671	1.5s	122ms	12.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
271	70/9931a7	3681242	pipeline:assign_features_with_stringtie:stringtie (260)	COMPLETED	0	2025-08-06 12:42:58.179	2.3s	1.7s	2.3%	4 MB	37.2 MB	1.4 MB	49.3 KB
273	f2/c6c8c1	3681506	pipeline:assign_features_with_stringtie:stringtie (262)	COMPLETED	0	2025-08-06 12:43:00.437	1.1s	638ms	5.8%	4 MB	37.2 MB	1.4 MB	49.4 KB
276	aa/251b25	3681717	pipeline:assign_features_with_stringtie:stringtie (265)	COMPLETED	0	2025-08-06 12:43:01.581	6.6s	3.9s	0.8%	4 MB	37.2 MB	1.4 MB	49.4 KB
275	b1/af7df2	3682099	pipeline:assign_features_with_stringtie:stringtie (264)	COMPLETED	0	2025-08-06 12:43:08.179	4.5s	3.7s	1.1%	4 MB	37.2 MB	1.4 MB	49.4 KB
278	5d/d2cdd5	3682579	pipeline:assign_features_with_stringtie:stringtie (267)	COMPLETED	0	2025-08-06 12:43:12.650	1.6s	119ms	18.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
259	c0/329c0b	3682787	pipeline:assign_features_with_stringtie:stringtie (248)	COMPLETED	0	2025-08-06 12:43:14.298	1.2s	132ms	22.0%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
279	0d/98fce7	3682998	pipeline:assign_features_with_stringtie:stringtie (268)	COMPLETED	0	2025-08-06 12:43:15.539	5.9s	290ms	8.9%	4 MB	37.2 MB	1.4 MB	49.4 KB
248	7b/5e9d50	3683217	pipeline:assign_features_with_stringtie:stringtie (237)	COMPLETED	0	2025-08-06 12:43:21.449	2.6s	366ms	9.7%	4 MB	37.2 MB	1.4 MB	49.3 KB
282	19/6b4d57	3683531	pipeline:assign_features_with_stringtie:stringtie (271)	COMPLETED	0	2025-08-06 12:43:24.093	8.8s	8.2s	1.2%	4 MB	230 MB	186.5 MB	88.6 KB
289	2d/b2f5e4	3684120	pipeline:assign_features_with_stringtie:stringtie (278)	COMPLETED	0	2025-08-06 12:43:32.931	11.6s	9.9s	0.3%	4 MB	37.2 MB	1.4 MB	49.3 KB
269	27/93fb7b	3684850	pipeline:assign_features_with_stringtie:stringtie (258)	COMPLETED	0	2025-08-06 12:43:44.510	895ms	140ms	15.9%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
272	68/c49c14	3685060	pipeline:assign_features_with_stringtie:stringtie (261)	COMPLETED	0	2025-08-06 12:43:45.412	715ms	134ms	22.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
280	c8/382784	3685270	pipeline:assign_features_with_stringtie:stringtie (269)	COMPLETED	0	2025-08-06 12:43:46.133	747ms	110ms	19.0%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
287	c1/71478b	3685480	pipeline:assign_features_with_stringtie:stringtie (276)	COMPLETED	0	2025-08-06 12:43:46.941	805ms	224ms	11.1%	4 MB	37.2 MB	1.4 MB	49.3 KB
292	eb/59e603	3685686	pipeline:assign_features_with_stringtie:stringtie (281)	COMPLETED	0	2025-08-06 12:43:47.751	675ms	114ms	24.6%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
281	7c/0503b3	3685895	pipeline:assign_features_with_stringtie:stringtie (270)	COMPLETED	0	2025-08-06 12:43:48.431	725ms	129ms	17.2%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
291	43/d38cdc	3686102	pipeline:assign_features_with_stringtie:stringtie (280)	COMPLETED	0	2025-08-06 12:43:49.161	687ms	114ms	24.7%	2.7 MB	3.8 MB	1.4 MB	49.4 KB
296	6b/a19bff	3686311	pipeline:assign_features_with_stringtie:stringtie (285)	COMPLETED	0	2025-08-06 12:43:49.853	1.9s	771ms	12.3%	7.4 MB	44 MB	178.1 MB	124.5 KB
288	ef/a6b3a1	3686520	pipeline:assign_features_with_stringtie:stringtie (277)	COMPLETED	0	2025-08-06 12:43:51.809	1s	139ms	15.8%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
295	0a/f02203	3686728	pipeline:assign_features_with_stringtie:stringtie (284)	COMPLETED	0	2025-08-06 12:43:52.848	1.3s	496ms	5.5%	5.5 MB	43.8 MB	1.4 MB	49.4 KB
285	d6/db3a9c	3686939	pipeline:assign_features_with_stringtie:stringtie (274)	COMPLETED	0	2025-08-06 12:43:54.187	655ms	124ms	17.7%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
294	5d/264708	3687149	pipeline:assign_features_with_stringtie:stringtie (283)	COMPLETED	0	2025-08-06 12:43:54.847	884ms	387ms	9.2%	4 MB	37.2 MB	1.4 MB	49.4 KB
298	e3/63d646	3687358	pipeline:assign_features_with_stringtie:stringtie (287)	COMPLETED	0	2025-08-06 12:43:55.759	673ms	127ms	16.8%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
290	a4/c295ef	3687566	pipeline:assign_features_with_stringtie:stringtie (279)	COMPLETED	0	2025-08-06 12:43:56.438	691ms	149ms	15.0%	4.3 MB	10.5 MB	1.4 MB	49.3 KB
299	f6/59d129	3687775	pipeline:assign_features_with_stringtie:stringtie (288)	COMPLETED	0	2025-08-06 12:43:57.134	722ms	209ms	15.5%	4 MB	37.2 MB	1.4 MB	49.3 KB
300	9e/cc4374	3687984	pipeline:assign_features_with_stringtie:stringtie (289)	COMPLETED	0	2025-08-06 12:43:57.861	754ms	180ms	17.6%	4 MB	37.2 MB	1.4 MB	49.3 KB
297	92/c0b63a	3688193	pipeline:assign_features_with_stringtie:stringtie (286)	COMPLETED	0	2025-08-06 12:43:58.620	822ms	111ms	18.8%	2.7 MB	3.8 MB	1.4 MB	49.3 KB
