task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
545	5b/17f38f	4114254	pipeline:assign_features_with_stringtie:align_to_transcriptome (154)	COMPLETED	0	2025-08-06 13:24:52.761	1.1s	103ms	20.1%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
856	7f/3416eb	4111557	pipeline:process_bams:create_matrix (48)	COMPLETED	0	2025-08-06 13:24:47.180	6.8s	6.2s	73.8%	197.3 MB	2 GB	30.9 MB	11.5 KB
546	01/3901c7	4114757	pipeline:assign_features_with_stringtie:align_to_transcriptome (155)	COMPLETED	0	2025-08-06 13:24:53.884	760ms	97ms	16.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
547	58/e99793	4115289	pipeline:assign_features_with_stringtie:align_to_transcriptome (156)	COMPLETED	0	2025-08-06 13:24:54.649	864ms	91ms	19.4%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
857	e0/e05086	4112543	pipeline:process_bams:create_matrix (49)	COMPLETED	0	2025-08-06 13:24:49.017	6.9s	6.3s	72.5%	209.7 MB	2.1 GB	30.9 MB	7.2 KB
858	6b/391501	4113732	pipeline:assign_features_with_stringtie:assign_features (51)	COMPLETED	0	2025-08-06 13:24:51.980	4s	3.4s	74.2%	112.6 MB	1.9 GB	17.1 MB	11.8 KB
548	02/a2709f	4115598	pipeline:assign_features_with_stringtie:align_to_transcriptome (157)	COMPLETED	0	2025-08-06 13:24:55.521	700ms	73ms	22.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
859	75/cc4ec3	4114724	pipeline:assign_features_with_stringtie:assign_features (52)	COMPLETED	0	2025-08-06 13:24:53.795	4.5s	3.6s	65.0%	107.4 MB	1.9 GB	15.7 MB	1.4 KB
549	2e/135a72	4116036	pipeline:assign_features_with_stringtie:align_to_transcriptome (158)	COMPLETED	0	2025-08-06 13:24:56.227	2.1s	90ms	21.0%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
550	a0/471609	4116617	pipeline:assign_features_with_stringtie:align_to_transcriptome (159)	COMPLETED	0	2025-08-06 13:24:58.337	767ms	115ms	30.9%	2.7 MB	3.8 MB	216.4 KB	92.7 KB
551	d6/3b02db	4117030	pipeline:assign_features_with_stringtie:align_to_transcriptome (160)	COMPLETED	0	2025-08-06 13:24:59.110	828ms	124ms	22.4%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
860	e1/912db6	4114795	pipeline:process_bams:create_matrix (50)	COMPLETED	0	2025-08-06 13:24:53.934	6.2s	5.6s	79.4%	202 MB	2 GB	30.9 MB	7.2 KB
861	25/795882	4116037	pipeline:process_bams:create_matrix (51)	COMPLETED	0	2025-08-06 13:24:56.232	6.4s	5.8s	75.6%	197.3 MB	2 GB	30.9 MB	11.4 KB
552	ec/f1a583	4117490	pipeline:assign_features_with_stringtie:align_to_transcriptome (161)	COMPLETED	0	2025-08-06 13:24:59.943	3.1s	2.5s	1.6%	8.4 MB	2.5 GB	124.1 KB	1.5 KB
863	08/4da040	4117037	pipeline:assign_features_with_stringtie:assign_features (53)	COMPLETED	0	2025-08-06 13:24:59.115	4.4s	3.6s	67.7%	163.1 MB	3.7 GB	17.1 MB	6.8 KB
553	39/65240a	4118461	pipeline:assign_features_with_stringtie:align_to_transcriptome (162)	COMPLETED	0	2025-08-06 13:25:03.032	646ms	95ms	21.6%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
554	94/256c63	4118881	pipeline:assign_features_with_stringtie:align_to_transcriptome (163)	COMPLETED	0	2025-08-06 13:25:03.683	753ms	82ms	22.1%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
862	6d/819036	4116618	pipeline:process_bams:create_matrix (52)	COMPLETED	0	2025-08-06 13:24:58.341	6.8s	6.2s	69.5%	208.1 MB	2.1 GB	30.9 MB	7.2 KB
555	0b/d56eed	4119313	pipeline:assign_features_with_stringtie:align_to_transcriptome (164)	COMPLETED	0	2025-08-06 13:25:04.443	807ms	163ms	13.6%	8.6 MB	2.5 GB	124.1 KB	1.5 KB
556	97/410e1c	4119683	pipeline:assign_features_with_stringtie:align_to_transcriptome (165)	COMPLETED	0	2025-08-06 13:25:05.254	648ms	81ms	30.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
557	f4/6bb059	4119999	pipeline:assign_features_with_stringtie:align_to_transcriptome (166)	COMPLETED	0	2025-08-06 13:25:05.908	689ms	93ms	20.0%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
558	55/cb9887	4120324	pipeline:assign_features_with_stringtie:align_to_transcriptome (167)	COMPLETED	0	2025-08-06 13:25:06.603	664ms	78ms	22.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
559	c7/d517f7	4120550	pipeline:assign_features_with_stringtie:align_to_transcriptome (168)	COMPLETED	0	2025-08-06 13:25:07.271	746ms	99ms	20.2%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
560	88/fd36c5	4120817	pipeline:assign_features_with_stringtie:align_to_transcriptome (169)	COMPLETED	0	2025-08-06 13:25:08.021	693ms	99ms	13.6%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
561	e0/81eb37	4121107	pipeline:assign_features_with_stringtie:align_to_transcriptome (170)	COMPLETED	0	2025-08-06 13:25:08.719	634ms	78ms	23.8%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
864	1e/3831ff	4118884	pipeline:process_bams:create_matrix (53)	COMPLETED	0	2025-08-06 13:25:03.687	6.2s	5.7s	80.0%	182.6 MB	1.9 GB	30.9 MB	11.5 KB
562	59/3a8440	4121319	pipeline:assign_features_with_stringtie:align_to_transcriptome (171)	COMPLETED	0	2025-08-06 13:25:09.357	664ms	103ms	12.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
563	24/3f0aff	4121635	pipeline:assign_features_with_stringtie:align_to_transcriptome (172)	COMPLETED	0	2025-08-06 13:25:10.025	612ms	136ms	22.1%	8.8 MB	2.6 GB	153.5 KB	27.7 KB
564	8d/65bb21	4121854	pipeline:assign_features_with_stringtie:align_to_transcriptome (173)	COMPLETED	0	2025-08-06 13:25:10.641	594ms	79ms	23.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
565	13/b9ffd8	4122066	pipeline:assign_features_with_stringtie:align_to_transcriptome (174)	COMPLETED	0	2025-08-06 13:25:11.239	688ms	125ms	11.6%	2.7 MB	3.8 MB	132.2 KB	7 KB
566	93/7c2b12	4122444	pipeline:assign_features_with_stringtie:align_to_transcriptome (175)	COMPLETED	0	2025-08-06 13:25:11.956	831ms	88ms	22.0%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
567	d1/fa8b14	4122819	pipeline:assign_features_with_stringtie:align_to_transcriptome (176)	COMPLETED	0	2025-08-06 13:25:12.792	755ms	87ms	22.2%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
568	0e/142699	4123086	pipeline:assign_features_with_stringtie:align_to_transcriptome (177)	COMPLETED	0	2025-08-06 13:25:13.552	645ms	79ms	23.3%	2.7 MB	3.8 MB	151.9 KB	20.6 KB
865	bc/de622a	4122067	pipeline:assign_features_with_stringtie:assign_features (54)	COMPLETED	0	2025-08-06 13:25:11.244	3.8s	3.2s	86.0%	122.8 MB	1.9 GB	16.1 MB	4.5 KB
569	f3/a66938	4123391	pipeline:assign_features_with_stringtie:align_to_transcriptome (178)	COMPLETED	0	2025-08-06 13:25:14.201	819ms	199ms	15.6%	8.6 MB	2.5 GB	124.1 KB	1.5 KB
866	1b/7813a6	4122446	pipeline:assign_features_with_stringtie:assign_features (55)	COMPLETED	0	2025-08-06 13:25:11.960	3.7s	3s	88.9%	120.9 MB	1.9 GB	15.7 MB	1.4 KB
570	70/f182b5	4123719	pipeline:assign_features_with_stringtie:align_to_transcriptome (179)	COMPLETED	0	2025-08-06 13:25:15.026	1.4s	105ms	13.1%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
571	04/5f8202	4124260	pipeline:assign_features_with_stringtie:align_to_transcriptome (180)	COMPLETED	0	2025-08-06 13:25:16.392	740ms	94ms	20.3%	2.7 MB	3.8 MB	133.4 KB	7.6 KB
572	36/9617e8	4124713	pipeline:assign_features_with_stringtie:align_to_transcriptome (181)	COMPLETED	0	2025-08-06 13:25:17.140	1.1s	182ms	12.9%	2.7 MB	3.8 MB	130.2 KB	7.6 KB
867	4c/6d45b9	4123718	pipeline:assign_features_with_stringtie:assign_features (56)	COMPLETED	0	2025-08-06 13:25:15.022	4.3s	3.7s	65.1%	109.4 MB	1.9 GB	15.8 MB	1.4 KB
573	a0/b5370a	4125182	pipeline:assign_features_with_stringtie:align_to_transcriptome (182)	COMPLETED	0	2025-08-06 13:25:18.213	1.1s	120ms	22.5%	2.7 MB	3.8 MB	138.9 KB	14.8 KB
574	ad/45df10	4125542	pipeline:assign_features_with_stringtie:align_to_transcriptome (183)	COMPLETED	0	2025-08-06 13:25:19.328	764ms	92ms	25.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
575	e3/8deea0	4125991	pipeline:assign_features_with_stringtie:align_to_transcriptome (184)	COMPLETED	0	2025-08-06 13:25:20.098	815ms	112ms	23.6%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
870	4e/117555	4124714	pipeline:assign_features_with_stringtie:assign_features (57)	COMPLETED	0	2025-08-06 13:25:17.144	3.9s	3.2s	82.1%	123.6 MB	1.9 GB	15.9 MB	1.4 KB
576	ef/5019f3	4126401	pipeline:assign_features_with_stringtie:align_to_transcriptome (185)	COMPLETED	0	2025-08-06 13:25:20.920	755ms	96ms	20.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
868	28/f8dfc8	4123720	pipeline:process_bams:create_matrix (54)	COMPLETED	0	2025-08-06 13:25:15.030	7.1s	6.3s	73.8%	186 MB	2 GB	30.9 MB	8.4 KB
577	cc/a4dd88	4126827	pipeline:assign_features_with_stringtie:align_to_transcriptome (186)	COMPLETED	0	2025-08-06 13:25:21.681	879ms	77ms	32.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
578	5a/91c6d7	4127247	pipeline:assign_features_with_stringtie:align_to_transcriptome (187)	COMPLETED	0	2025-08-06 13:25:22.564	917ms	222ms	11.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
869	8e/69ba41	4124261	pipeline:process_bams:create_matrix (55)	COMPLETED	0	2025-08-06 13:25:16.398	7.3s	6.8s	71.3%	208.6 MB	2.1 GB	30.9 MB	7.2 KB
871	ee/63d197	4125540	pipeline:assign_features_with_stringtie:assign_features (58)	COMPLETED	0	2025-08-06 13:25:19.320	4.5s	3.9s	70.1%	175.8 MB	3.7 GB	15.9 MB	2.9 KB
579	8e/260f01	4127690	pipeline:assign_features_with_stringtie:align_to_transcriptome (188)	COMPLETED	0	2025-08-06 13:25:23.503	759ms	85ms	20.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
580	71/93adc2	4128165	pipeline:assign_features_with_stringtie:align_to_transcriptome (189)	COMPLETED	0	2025-08-06 13:25:24.266	2.1s	1.2s	2.4%	8.6 MB	2.5 GB	124.1 KB	1.5 KB
873	cf/dfe483	4127098	pipeline:assign_features_with_stringtie:assign_features (59)	COMPLETED	0	2025-08-06 13:25:22.295	4.2s	3.4s	86.5%	119.2 MB	1.9 GB	16.1 MB	5.1 KB
581	42/66fb4c	4128787	pipeline:assign_features_with_stringtie:align_to_transcriptome (190)	COMPLETED	0	2025-08-06 13:25:26.365	865ms	158ms	9.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
582	f2/a80ec1	4129111	pipeline:assign_features_with_stringtie:align_to_transcriptome (191)	COMPLETED	0	2025-08-06 13:25:27.235	852ms	207ms	11.0%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
872	dc/0f2e5b	4126455	pipeline:process_bams:create_matrix (56)	COMPLETED	0	2025-08-06 13:25:21.025	7.4s	6.8s	69.4%	209.7 MB	2.1 GB	30.9 MB	7.2 KB
583	91/350028	4129588	pipeline:assign_features_with_stringtie:align_to_transcriptome (192)	COMPLETED	0	2025-08-06 13:25:28.094	773ms	89ms	20.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
875	a7/f3b9af	4128170	pipeline:process_bams:create_matrix (58)	COMPLETED	0	2025-08-06 13:25:24.271	6.8s	6s	79.1%	198.6 MB	2 GB	30.9 MB	7.4 KB
584	54/22acbd	4129898	pipeline:assign_features_with_stringtie:align_to_transcriptome (193)	COMPLETED	0	2025-08-06 13:25:28.873	2.4s	1.8s	122.8%	72.7 MB	3.2 GB	22.8 MB	22.4 MB
874	81/62229c	4127785	pipeline:process_bams:create_matrix (57)	COMPLETED	0	2025-08-06 13:25:23.762	7.6s	7s	65.9%	209.7 MB	2.1 GB	30.9 MB	7.5 KB
585	90/4a38ef	4130538	pipeline:assign_features_with_stringtie:align_to_transcriptome (194)	COMPLETED	0	2025-08-06 13:25:31.242	692ms	120ms	17.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
586	02/1b207e	4130961	pipeline:assign_features_with_stringtie:align_to_transcriptome (195)	COMPLETED	0	2025-08-06 13:25:31.941	758ms	149ms	13.0%	0	0	124.1 KB	1.5 KB
587	ee/ba0e08	4131216	pipeline:assign_features_with_stringtie:align_to_transcriptome (196)	COMPLETED	0	2025-08-06 13:25:32.704	743ms	83ms	29.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
876	b0/149f58	4129112	pipeline:process_bams:create_matrix (59)	COMPLETED	0	2025-08-06 13:25:27.240	6.2s	5.7s	76.1%	198.3 MB	2 GB	30.9 MB	7.5 KB
877	91/fe4163	4130545	pipeline:assign_features_with_stringtie:assign_features (60)	COMPLETED	0	2025-08-06 13:25:31.247	4.5s	3.8s	81.5%	189.7 MB	3.8 GB	61.5 MB	873.3 KB
588	22/39a67f	4131499	pipeline:assign_features_with_stringtie:align_to_transcriptome (197)	COMPLETED	0	2025-08-06 13:25:33.455	2.5s	2s	67.0%	62.3 MB	3.1 GB	12.1 MB	12 MB
589	98/6be5e8	4131958	pipeline:assign_features_with_stringtie:align_to_transcriptome (198)	COMPLETED	0	2025-08-06 13:25:35.944	715ms	117ms	17.1%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
590	89/1465b1	4132463	pipeline:assign_features_with_stringtie:align_to_transcriptome (199)	COMPLETED	0	2025-08-06 13:25:36.699	950ms	105ms	17.4%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
591	0c/463ea4	4132722	pipeline:assign_features_with_stringtie:align_to_transcriptome (200)	COMPLETED	0	2025-08-06 13:25:37.654	752ms	183ms	17.2%	3.9 MB	256.9 MB	129.9 KB	5.5 KB
592	99/5c5647	4133053	pipeline:assign_features_with_stringtie:align_to_transcriptome (201)	COMPLETED	0	2025-08-06 13:25:38.411	835ms	88ms	19.6%	0	0	124.1 KB	1.5 KB
879	d5/ed2190	4131962	pipeline:assign_features_with_stringtie:assign_features (61)	COMPLETED	0	2025-08-06 13:25:35.952	4.2s	3.6s	77.3%	109.5 MB	1.9 GB	30.1 MB	453.2 KB
593	44/573467	4133346	pipeline:assign_features_with_stringtie:align_to_transcriptome (202)	COMPLETED	0	2025-08-06 13:25:39.252	912ms	399ms	173.7%	48 MB	3.3 GB	5.2 MB	5.1 MB
594	a5/715307	4133684	pipeline:assign_features_with_stringtie:align_to_transcriptome (203)	COMPLETED	0	2025-08-06 13:25:40.198	727ms	77ms	22.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
595	e3/12159f	4134201	pipeline:assign_features_with_stringtie:align_to_transcriptome (204)	COMPLETED	0	2025-08-06 13:25:41.017	1.3s	172ms	12.9%	2.7 MB	3.8 MB	136.8 KB	12.4 KB
596	37/317475	4134586	pipeline:assign_features_with_stringtie:align_to_transcriptome (205)	COMPLETED	0	2025-08-06 13:25:42.297	908ms	90ms	11.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
878	b0/2a6195	4131959	pipeline:process_bams:create_matrix (60)	COMPLETED	0	2025-08-06 13:25:35.948	7.6s	7s	79.2%	230.7 MB	2.1 GB	32 MB	12.6 MB
597	aa/6f5a9b	4134865	pipeline:assign_features_with_stringtie:align_to_transcriptome (206)	COMPLETED	0	2025-08-06 13:25:43.210	860ms	166ms	13.1%	2.7 MB	3.8 MB	145.1 KB	21.1 KB
881	e6/1aea8b	4133688	pipeline:assign_features_with_stringtie:assign_features (62)	COMPLETED	0	2025-08-06 13:25:40.205	4.4s	3.8s	75.4%	122.5 MB	1.9 GB	23.2 MB	150.9 KB
598	b2/b332a8	4135386	pipeline:assign_features_with_stringtie:align_to_transcriptome (207)	COMPLETED	0	2025-08-06 13:25:44.076	1.2s	541ms	99.9%	14.7 MB	2.8 GB	5.9 MB	5.7 MB
882	b3/6cbbd6	4134866	pipeline:assign_features_with_stringtie:assign_features (63)	COMPLETED	0	2025-08-06 13:25:43.215	4.8s	3.7s	69.4%	119.3 MB	1.9 GB	16 MB	4.1 KB
880	8b/59e0ed	4133685	pipeline:process_bams:create_matrix (61)	COMPLETED	0	2025-08-06 13:25:40.202	7.9s	5.8s	87.9%	217.5 MB	2.1 GB	31.5 MB	4.3 MB
599	91/dc14f9	4135895	pipeline:assign_features_with_stringtie:align_to_transcriptome (208)	COMPLETED	0	2025-08-06 13:25:45.274	2.9s	2.1s	1.4%	8.7 MB	2.6 GB	149.8 KB	25 KB
883	34/168115	4135567	pipeline:assign_features_with_stringtie:assign_features (64)	COMPLETED	0	2025-08-06 13:25:44.617	4s	3.3s	77.4%	121.7 MB	1.9 GB	16 MB	3.9 KB
600	0b/6771a1	4136767	pipeline:assign_features_with_stringtie:align_to_transcriptome (209)	COMPLETED	0	2025-08-06 13:25:48.174	1s	344ms	9.6%	8.7 MB	2.6 GB	142.4 KB	19.1 KB
601	7c/c585c3	4137418	pipeline:assign_features_with_stringtie:align_to_transcriptome (210)	COMPLETED	0	2025-08-06 13:25:49.186	2.8s	1.4s	2.6%	8.8 MB	2.6 GB	143.1 KB	20.1 KB
884	1e/c94eb3	4135896	pipeline:process_bams:create_matrix (62)	COMPLETED	0	2025-08-06 13:25:45.278	6.7s	6s	79.4%	209.6 MB	2.1 GB	31.1 MB	676 KB
887	26/e44c75	4137123	pipeline:assign_features_with_stringtie:assign_features (66)	COMPLETED	0	2025-08-06 13:25:48.602	3.9s	3.4s	80.3%	137.1 MB	2 GB	16 MB	5.2 KB
602	d0/dd90c6	4138086	pipeline:assign_features_with_stringtie:align_to_transcriptome (211)	COMPLETED	0	2025-08-06 13:25:51.962	760ms	119ms	15.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
885	53/00f42a	4136647	pipeline:assign_features_with_stringtie:assign_features (65)	COMPLETED	0	2025-08-06 13:25:47.990	5.3s	4.8s	59.8%	163.7 MB	3.8 GB	28.2 MB	237.2 KB
603	8a/931b24	4138621	pipeline:assign_features_with_stringtie:align_to_transcriptome (212)	COMPLETED	0	2025-08-06 13:25:52.727	1.1s	103ms	19.3%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
604	fc/6a74c6	4139210	pipeline:assign_features_with_stringtie:align_to_transcriptome (213)	COMPLETED	0	2025-08-06 13:25:53.843	943ms	392ms	4.5%	8.6 MB	2.5 GB	124.1 KB	1.5 KB
605	db/d31dcc	4139619	pipeline:assign_features_with_stringtie:align_to_transcriptome (214)	COMPLETED	0	2025-08-06 13:25:54.792	689ms	157ms	23.9%	9.1 MB	2.6 GB	417 KB	292.5 KB
886	2f/dc3be3	4136705	pipeline:process_bams:create_matrix (63)	COMPLETED	0	2025-08-06 13:25:48.107	7.8s	7.2s	65.2%	206.2 MB	2.1 GB	30.9 MB	7 KB
606	d9/f68223	4140001	pipeline:assign_features_with_stringtie:align_to_transcriptome (215)	COMPLETED	0	2025-08-06 13:25:55.489	722ms	102ms	19.6%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
889	00/ba5e49	4138534	pipeline:assign_features_with_stringtie:assign_features (67)	COMPLETED	0	2025-08-06 13:25:52.555	4s	3.3s	80.0%	122.6 MB	1.9 GB	16 MB	4.4 KB
607	5d/a503db	4140450	pipeline:assign_features_with_stringtie:align_to_transcriptome (216)	COMPLETED	0	2025-08-06 13:25:56.216	857ms	99ms	18.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
890	20/e5f130	4138965	pipeline:assign_features_with_stringtie:assign_features (68)	COMPLETED	0	2025-08-06 13:25:53.333	4.2s	3.5s	81.0%	106.8 MB	1.9 GB	16 MB	5.2 KB
608	26/47facd	4140882	pipeline:assign_features_with_stringtie:align_to_transcriptome (217)	COMPLETED	0	2025-08-06 13:25:57.079	904ms	120ms	23.8%	2.7 MB	3.8 MB	313.5 KB	193.7 KB
888	2f/116397	4138114	pipeline:process_bams:create_matrix (64)	COMPLETED	0	2025-08-06 13:25:52.004	6.7s	5.9s	74.3%	186.4 MB	2 GB	30.9 MB	7.7 KB
609	ab/176140	4141470	pipeline:assign_features_with_stringtie:align_to_transcriptome (218)	COMPLETED	0	2025-08-06 13:25:57.987	862ms	100ms	10.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
610	aa/7aa4b9	4141933	pipeline:assign_features_with_stringtie:align_to_transcriptome (219)	COMPLETED	0	2025-08-06 13:25:58.855	769ms	84ms	20.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
611	ee/ef7a34	4142350	pipeline:assign_features_with_stringtie:align_to_transcriptome (220)	COMPLETED	0	2025-08-06 13:25:59.631	795ms	188ms	67.4%	2.7 MB	3.8 MB	1020.4 KB	916.4 KB
612	b0/6cab45	4142770	pipeline:assign_features_with_stringtie:align_to_transcriptome (221)	COMPLETED	0	2025-08-06 13:26:00.433	695ms	105ms	19.0%	2.7 MB	3.8 MB	148.7 KB	25.2 KB
893	49/958920	4141281	pipeline:assign_features_with_stringtie:assign_features (69)	COMPLETED	0	2025-08-06 13:25:57.582	3.9s	3.4s	71.2%	112.6 MB	1.9 GB	16.3 MB	15.1 KB
613	54/a302e1	4143094	pipeline:assign_features_with_stringtie:align_to_transcriptome (222)	COMPLETED	0	2025-08-06 13:26:01.133	619ms	89ms	20.6%	0	0	124.1 KB	1.5 KB
891	21/51c1cc	4140152	pipeline:process_bams:create_matrix (65)	COMPLETED	0	2025-08-06 13:25:55.884	6.5s	5.9s	74.0%	195.2 MB	2 GB	30.9 MB	8.2 KB
614	44/3a3477	4143460	pipeline:assign_features_with_stringtie:align_to_transcriptome (223)	COMPLETED	0	2025-08-06 13:26:01.758	871ms	237ms	6.6%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
615	91/a3a46b	4143903	pipeline:assign_features_with_stringtie:align_to_transcriptome (224)	COMPLETED	0	2025-08-06 13:26:02.634	1.1s	75ms	15.8%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
892	da/1f89a9	4140681	pipeline:process_bams:create_matrix (66)	COMPLETED	0	2025-08-06 13:25:56.595	7.3s	6.1s	72.2%	188 MB	2 GB	31.2 MB	1.3 MB
616	55/fee380	4144336	pipeline:assign_features_with_stringtie:align_to_transcriptome (225)	COMPLETED	0	2025-08-06 13:26:03.751	690ms	126ms	22.9%	8.6 MB	2.5 GB	124.1 KB	1.5 KB
617	29/f60e29	4144768	pipeline:assign_features_with_stringtie:align_to_transcriptome (226)	COMPLETED	0	2025-08-06 13:26:04.446	827ms	158ms	15.1%	1 MB	3.8 MB	124.1 KB	1.5 KB
894	1b/eb1e06	4141871	pipeline:process_bams:create_matrix (67)	COMPLETED	0	2025-08-06 13:25:58.679	6.7s	6.1s	74.3%	209.7 MB	2.1 GB	30.9 MB	7.6 KB
618	cb/9f34fc	4145085	pipeline:assign_features_with_stringtie:align_to_transcriptome (227)	COMPLETED	0	2025-08-06 13:26:05.279	823ms	78ms	24.0%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
896	22/429fae	4143780	pipeline:assign_features_with_stringtie:assign_features (70)	COMPLETED	0	2025-08-06 13:26:02.425	3.9s	3.2s	83.9%	122.5 MB	1.9 GB	16.2 MB	5.7 KB
619	45/d77c88	4145608	pipeline:assign_features_with_stringtie:align_to_transcriptome (228)	COMPLETED	0	2025-08-06 13:26:06.107	875ms	81ms	21.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
620	b0/fc64a8	4146107	pipeline:assign_features_with_stringtie:align_to_transcriptome (229)	COMPLETED	0	2025-08-06 13:26:06.987	1.1s	96ms	19.7%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
897	46/c438fe	4144436	pipeline:assign_features_with_stringtie:assign_features (71)	COMPLETED	0	2025-08-06 13:26:03.906	4.3s	3.5s	71.9%	108.4 MB	1.9 GB	16.2 MB	9.6 KB
895	9a/9d5f76	4143291	pipeline:process_bams:create_matrix (68)	COMPLETED	0	2025-08-06 13:26:01.527	6.8s	6.2s	71.8%	186.4 MB	2 GB	30.9 MB	8.2 KB
898	d0/7080a0	4145157	pipeline:assign_features_with_stringtie:assign_features (72)	COMPLETED	0	2025-08-06 13:26:05.410	3.9s	3.2s	77.5%	123.6 MB	1.9 GB	16 MB	5.2 KB
621	9c/eaa3c3	4146577	pipeline:assign_features_with_stringtie:align_to_transcriptome (230)	COMPLETED	0	2025-08-06 13:26:08.232	1.2s	101ms	11.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
622	28/c5969c	4147273	pipeline:assign_features_with_stringtie:align_to_transcriptome (231)	COMPLETED	0	2025-08-06 13:26:09.458	2.4s	1.8s	1.6%	8.8 MB	2.6 GB	137.6 KB	13.6 KB
623	9e/dcf7b2	4148072	pipeline:assign_features_with_stringtie:align_to_transcriptome (232)	COMPLETED	0	2025-08-06 13:26:11.853	658ms	89ms	21.9%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
624	e4/4d4657	4148357	pipeline:assign_features_with_stringtie:align_to_transcriptome (233)	COMPLETED	0	2025-08-06 13:26:12.516	776ms	157ms	19.5%	2.7 MB	3.8 MB	124.1 KB	1.5 KB
899	e6/014492	4145641	pipeline:process_bams:create_matrix (69)	COMPLETED	0	2025-08-06 13:26:06.304	7.4s	6.9s	68.5%	199.9 MB	2 GB	31 MB	23.5 KB
625	3a/ade9b0	4148714	pipeline:assign_features_with_stringtie:align_to_transcriptome (234)	COMPLETED	0	2025-08-06 13:26:13.361	779ms	210ms	11.2%	6.7 MB	174.1 MB	131.2 KB	6.3 KB
901	8b/7bd878	4146619	pipeline:process_bams:create_matrix (71)	COMPLETED	0	2025-08-06 13:26:08.316	6.3s	5.7s	83.9%	201.9 MB	2 GB	31 MB	29.4 KB
626	75/3708d7	4149240	pipeline:assign_features_with_stringtie:align_to_transcriptome (235)	COMPLETED	0	2025-08-06 13:26:14.144	1.1s	90ms	19.5%	2.7 MB	3.8 MB	125.8 KB	2.6 KB
900	d6/91e65f	4146581	pipeline:process_bams:create_matrix (70)	COMPLETED	0	2025-08-06 13:26:08.262	7.1s	6.5s	71.4%	209.4 MB	2.1 GB	30.9 MB	20.7 KB
902	99/9a1018	4147274	pipeline:process_bams:create_matrix (72)	COMPLETED	0	2025-08-06 13:26:09.461	6.2s	5.7s	78.7%	198.5 MB	2 GB	30.9 MB	8.2 KB
627	19/bbb9c1	4149666	pipeline:assign_features_with_stringtie:align_to_transcriptome (236)	COMPLETED	0	2025-08-06 13:26:15.203	630ms	92ms	28.7%	2.7 MB	3.8 MB	128.3 KB	4.3 KB
628	90/c73adf	4150086	pipeline:assign_features_with_stringtie:align_to_transcriptome (237)	COMPLETED	0	2025-08-06 13:26:15.838	910ms	105ms	16.7%	2.7 MB	3.8 MB	146.9 KB	23.9 KB
