ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,RadialDistribution_FracAtD_Fluorescence_1of6,RadialDistribution_FracAtD_Fluorescence_2of6,RadialDistribution_FracAtD_Fluorescence_3of6,RadialDistribution_FracAtD_Fluorescence_4of6,RadialDistribution_FracAtD_Fluorescence_5of6,RadialDistribution_FracAtD_Fluorescence_6of6,RadialDistribution_MeanFrac_Fluorescence_1of6,RadialDistribution_MeanFrac_Fluorescence_2of6,RadialDistribution_MeanFrac_Fluorescence_3of6,RadialDistribution_MeanFrac_Fluorescence_4of6,RadialDistribution_MeanFrac_Fluorescence_5of6,RadialDistribution_MeanFrac_Fluorescence_6of6,RadialDistribution_RadialCV_Fluorescence_1of6,RadialDistribution_RadialCV_Fluorescence_2of6,RadialDistribution_RadialCV_Fluorescence_3of6,RadialDistribution_RadialCV_Fluorescence_4of6,RadialDistribution_RadialCV_Fluorescence_5of6,RadialDistribution_RadialCV_Fluorescence_6of6,RadialDistribution_ZernikeMagnitude_Fluorescence_0_0,RadialDistribution_ZernikeMagnitude_Fluorescence_1_1,RadialDistribution_ZernikeMagnitude_Fluorescence_2_0,RadialDistribution_ZernikeMagnitude_Fluorescence_2_2,RadialDistribution_ZernikeMagnitude_Fluorescence_3_1,RadialDistribution_ZernikeMagnitude_Fluorescence_3_3,RadialDistribution_ZernikeMagnitude_Fluorescence_4_0,RadialDistribution_ZernikeMagnitude_Fluorescence_4_2,RadialDistribution_ZernikeMagnitude_Fluorescence_4_4,RadialDistribution_ZernikeMagnitude_Fluorescence_5_1,RadialDistribution_ZernikeMagnitude_Fluorescence_5_3,RadialDistribution_ZernikeMagnitude_Fluorescence_5_5,RadialDistribution_ZernikeMagnitude_Fluorescence_6_0,RadialDistribution_ZernikeMagnitude_Fluorescence_6_2,RadialDistribution_ZernikeMagnitude_Fluorescence_6_4,RadialDistribution_ZernikeMagnitude_Fluorescence_6_6,RadialDistribution_ZernikeMagnitude_Fluorescence_7_1,RadialDistribution_ZernikeMagnitude_Fluorescence_7_3,RadialDistribution_ZernikeMagnitude_Fluorescence_7_5,RadialDistribution_ZernikeMagnitude_Fluorescence_7_7,RadialDistribution_ZernikeMagnitude_Fluorescence_8_0,RadialDistribution_ZernikeMagnitude_Fluorescence_8_2,RadialDistribution_ZernikeMagnitude_Fluorescence_8_4,RadialDistribution_ZernikeMagnitude_Fluorescence_8_6,RadialDistribution_ZernikeMagnitude_Fluorescence_8_8,RadialDistribution_ZernikeMagnitude_Fluorescence_9_1,RadialDistribution_ZernikeMagnitude_Fluorescence_9_3,RadialDistribution_ZernikeMagnitude_Fluorescence_9_5,RadialDistribution_ZernikeMagnitude_Fluorescence_9_7,RadialDistribution_ZernikeMagnitude_Fluorescence_9_9,RadialDistribution_ZernikePhase_Fluorescence_0_0,RadialDistribution_ZernikePhase_Fluorescence_1_1,RadialDistribution_ZernikePhase_Fluorescence_2_0,RadialDistribution_ZernikePhase_Fluorescence_2_2,RadialDistribution_ZernikePhase_Fluorescence_3_1,RadialDistribution_ZernikePhase_Fluorescence_3_3,RadialDistribution_ZernikePhase_Fluorescence_4_0,RadialDistribution_ZernikePhase_Fluorescence_4_2,RadialDistribution_ZernikePhase_Fluorescence_4_4,RadialDistribution_ZernikePhase_Fluorescence_5_1,RadialDistribution_ZernikePhase_Fluorescence_5_3,RadialDistribution_ZernikePhase_Fluorescence_5_5,RadialDistribution_ZernikePhase_Fluorescence_6_0,RadialDistribution_ZernikePhase_Fluorescence_6_2,RadialDistribution_ZernikePhase_Fluorescence_6_4,RadialDistribution_ZernikePhase_Fluorescence_6_6,RadialDistribution_ZernikePhase_Fluorescence_7_1,RadialDistribution_ZernikePhase_Fluorescence_7_3,RadialDistribution_ZernikePhase_Fluorescence_7_5,RadialDistribution_ZernikePhase_Fluorescence_7_7,RadialDistribution_ZernikePhase_Fluorescence_8_0,RadialDistribution_ZernikePhase_Fluorescence_8_2,RadialDistribution_ZernikePhase_Fluorescence_8_4,RadialDistribution_ZernikePhase_Fluorescence_8_6,RadialDistribution_ZernikePhase_Fluorescence_8_8,RadialDistribution_ZernikePhase_Fluorescence_9_1,RadialDistribution_ZernikePhase_Fluorescence_9_3,RadialDistribution_ZernikePhase_Fluorescence_9_5,RadialDistribution_ZernikePhase_Fluorescence_9_7,RadialDistribution_ZernikePhase_Fluorescence_9_9
52,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-43_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-43_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1519.8365097737076,1174.2162225167292,0,1,0.026889415,0.0826415,0.14393958,0.20283231,0.25234154,0.29135573,1.321213189253786,1.2824272854823688,1.2694786844098118,1.2069561934791397,1.0975587218009455,0.7214324337270608,0.04081649536455344,0.04097523764049945,0.057966359013624645,0.06396143563657604,0.07858551837618227,0.23051072294232658,0.03745780759765074,0.0005734049502244527,0.01363165443133918,0.0007700226383896073,0.000542630640229068,0.0008611574218360656,0.0012445199608188166,0.00019362961288910992,0.0003591718947585742,0.0005862560153021721,0.0004191370096914664,0.00021527989727759437,0.0013015867332963,0.0003984126630590263,0.00018827824238179953,0.00011115980896188397,0.0003304025153423363,0.000307517738638216,8.332808733602075e-05,9.385146124671174e-05,0.00033070636893745573,0.00020838016400753545,0.00016828065949132544,0.00010835430581134391,8.149143257049164e-05,0.00011324368089505754,0.00013964323100056813,0.00016364679557213764,4.3491841018041986e-05,0.00010776170994469979,1.5707963267948966,3.1199956882425757,-1.5707963267948966,1.8182925954439606,2.5950347225691743,0.2431554923467247,-1.5707963267948966,-2.4201895385076795,2.6355923513243753,-0.4656657334814818,3.0765483619817466,0.9910323935335323,1.5707963267948966,-1.284489859770129,-0.1032371964927169,-1.0505518462118155,0.177561476258142,2.990492719754374,-1.9773197505596773,2.495268849179957,1.5707963267948966,-0.6590110849155701,-1.0456234759693261,1.8525243165268759,-0.5319713251506628,2.6044290670395696,-1.2487905744509074,-3.0379571964020955,-0.06239662168805803,-2.181875837096962
53,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-44_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-44_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1519.8365097737076,1174.2162225167292,0,1,0.026889415,0.0826415,0.14393958,0.20283231,0.25234154,0.29135573,1.321213189253786,1.2824272854823688,1.2694786844098118,1.2069561934791397,1.0975587218009455,0.7214324337270608,0.04081649536455344,0.04097523764049945,0.057966359013624645,0.06396143563657604,0.07858551837618227,0.23051072294232658,0.03745780759765074,0.0005734049502244527,0.01363165443133918,0.0007700226383896073,0.000542630640229068,0.0008611574218360656,0.0012445199608188166,0.00019362961288910992,0.0003591718947585742,0.0005862560153021721,0.0004191370096914664,0.00021527989727759437,0.0013015867332963,0.0003984126630590263,0.00018827824238179953,0.00011115980896188397,0.0003304025153423363,0.000307517738638216,8.332808733602075e-05,9.385146124671174e-05,0.00033070636893745573,0.00020838016400753545,0.00016828065949132544,0.00010835430581134391,8.149143257049164e-05,0.00011324368089505754,0.00013964323100056813,0.00016364679557213764,4.3491841018041986e-05,0.00010776170994469979,1.5707963267948966,3.1199956882425757,-1.5707963267948966,1.8182925954439606,2.5950347225691743,0.2431554923467247,-1.5707963267948966,-2.4201895385076795,2.6355923513243753,-0.4656657334814818,3.0765483619817466,0.9910323935335323,1.5707963267948966,-1.284489859770129,-0.1032371964927169,-1.0505518462118155,0.177561476258142,2.990492719754374,-1.9773197505596773,2.495268849179957,1.5707963267948966,-0.6590110849155701,-1.0456234759693261,1.8525243165268759,-0.5319713251506628,2.6044290670395696,-1.2487905744509074,-3.0379571964020955,-0.06239662168805803,-2.181875837096962
56,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-45_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-45_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1572.13610590874,1126.6020827034076,0,1,0.016970629,0.0539286,0.10335066,0.16764058,0.24915363,0.40895587,0.8248274308468049,0.8177565464844612,0.8755405164666165,0.942941037475679,1.000810397576582,1.1091849939645335,0.03066319240910349,0.07374747754021145,0.14684651604929091,0.1256955871043873,0.14306323650342506,0.1438770748644504,0.023209439122281596,0.0021504706746854354,0.00336612601605042,0.0006345555744940564,0.00113025890664439,0.0004910669505534748,0.002826330282229137,0.0003109154486221273,8.515133577190062e-05,0.00037601726524622654,0.00021237872045667088,0.0004078133348069626,0.0004933203933960634,0.00013870693303710423,6.910287600027303e-05,0.0002457576488277275,0.0007474901779879593,0.0003350763517583885,0.0001899369198011208,4.88294255373874e-05,0.0002061437220367958,0.0002719783333534206,4.6056610049326194e-05,0.00017002848262501959,6.503038830714503e-05,0.0004809119135048211,8.522775199910904e-05,0.0002044046752098455,9.212597526100177e-05,0.00010728366547178291,1.5707963267948966,-0.15173046010411576,-1.5707963267948966,-1.983654589545882,-1.3609703479316555,-1.8930720036518691,-1.5707963267948966,3.082954648648815,1.5590275224986272,2.8519790019421367,1.0547319268953235,1.2950079146762674,-1.5707963267948966,1.9784539473711584,-2.7298842550313887,-2.9282876867661054,2.3343296349641443,0.97247249805518,-1.3910035604044315,-0.9074839918832682,1.5707963267948966,1.2225865399338842,2.890241537838662,-0.2124053736812412,0.24138589008206943,2.19438920171579,0.916203076984665,-1.5376193996462555,2.8480053623896393,-1.0882496741226793
57,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-46_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-46_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1572.13610590874,1126.6020827034076,0,1,0.016970629,0.0539286,0.10335066,0.16764058,0.24915363,0.40895587,0.8248274308468049,0.8177565464844612,0.8755405164666165,0.942941037475679,1.000810397576582,1.1091849939645335,0.03066319240910349,0.07374747754021145,0.14684651604929091,0.1256955871043873,0.14306323650342506,0.1438770748644504,0.023209439122281596,0.0021504706746854354,0.00336612601605042,0.0006345555744940564,0.00113025890664439,0.0004910669505534748,0.002826330282229137,0.0003109154486221273,8.515133577190062e-05,0.00037601726524622654,0.00021237872045667088,0.0004078133348069626,0.0004933203933960634,0.00013870693303710423,6.910287600027303e-05,0.0002457576488277275,0.0007474901779879593,0.0003350763517583885,0.0001899369198011208,4.88294255373874e-05,0.0002061437220367958,0.0002719783333534206,4.6056610049326194e-05,0.00017002848262501959,6.503038830714503e-05,0.0004809119135048211,8.522775199910904e-05,0.0002044046752098455,9.212597526100177e-05,0.00010728366547178291,1.5707963267948966,-0.15173046010411576,-1.5707963267948966,-1.983654589545882,-1.3609703479316555,-1.8930720036518691,-1.5707963267948966,3.082954648648815,1.5590275224986272,2.8519790019421367,1.0547319268953235,1.2950079146762674,-1.5707963267948966,1.9784539473711584,-2.7298842550313887,-2.9282876867661054,2.3343296349641443,0.97247249805518,-1.3910035604044315,-0.9074839918832682,1.5707963267948966,1.2225865399338842,2.890241537838662,-0.2124053736812412,0.24138589008206943,2.19438920171579,0.916203076984665,-1.5376193996462555,2.8480053623896393,-1.0882496741226793
58,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-46_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-46_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1515.953146331581,1108.6207820730199,0,1,0.016952455,0.056818105,0.11330863,0.17513135,0.24645796,0.39133146,0.9049787335859831,0.9284379828939776,0.9949728787523783,0.9997999408443223,1.0102964436402548,1.010992993891667,0.16313116254725163,0.10684868108489162,0.0799972232389818,0.11162109868588437,0.11111317046815672,0.09948420017651588,0.026596587930904476,0.0025152415032546594,0.00632638929170071,0.0019217227982610211,0.0007477578181703607,0.0008015017969079606,0.0025198858079839136,0.00032488968870953637,0.00044486997186026227,0.001161267703933791,8.554993233754844e-05,0.00034698334683169263,0.00019784033766753883,0.0005693941292917613,0.00012922614711895745,0.0003814496147745353,0.000477027198591767,0.00045516543195431574,0.0001424891206820848,2.8871409471723752e-05,0.00018945470890929894,0.0004417988925124174,0.00023467137281652333,0.0004978492557113343,0.00017297548263100633,0.00042773770883800633,0.00037038455947925104,0.0003090618028553666,0.000129405669074633,5.887266140581357e-05,1.5707963267948966,0.8304476736594132,-1.5707963267948966,-2.182984798184015,2.7222292488036453,-2.3049833589441966,-1.5707963267948966,0.06037457483373587,0.4219078858566998,-2.0650127600222867,-3.0790750494735892,-0.023564159964003278,1.5707963267948966,1.2724642171282192,2.941644653698033,-1.7324451802090817,-1.5340836624298777,0.7263657228813408,-1.867162799384904,0.24543922911551203,1.5707963267948966,1.4829576107721967,-2.3962523962212257,1.591933251739402,0.7235977749848628,1.0113687263247364,0.8824482371125785,2.558940064908533,2.4890910406735895,2.617003608756101
59,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-47_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-47_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1515.953146331581,1108.6207820730199,0,1,0.016952455,0.056818105,0.11330863,0.17513135,0.24645796,0.39133146,0.9049787335859831,0.9284379828939776,0.9949728787523783,0.9997999408443223,1.0102964436402548,1.010992993891667,0.16313116254725163,0.10684868108489162,0.0799972232389818,0.11162109868588437,0.11111317046815672,0.09948420017651588,0.026596587930904476,0.0025152415032546594,0.00632638929170071,0.0019217227982610211,0.0007477578181703607,0.0008015017969079606,0.0025198858079839136,0.00032488968870953637,0.00044486997186026227,0.001161267703933791,8.554993233754844e-05,0.00034698334683169263,0.00019784033766753883,0.0005693941292917613,0.00012922614711895745,0.0003814496147745353,0.000477027198591767,0.00045516543195431574,0.0001424891206820848,2.8871409471723752e-05,0.00018945470890929894,0.0004417988925124174,0.00023467137281652333,0.0004978492557113343,0.00017297548263100633,0.00042773770883800633,0.00037038455947925104,0.0003090618028553666,0.000129405669074633,5.887266140581357e-05,1.5707963267948966,0.8304476736594132,-1.5707963267948966,-2.182984798184015,2.7222292488036453,-2.3049833589441966,-1.5707963267948966,0.06037457483373587,0.4219078858566998,-2.0650127600222867,-3.0790750494735892,-0.023564159964003278,1.5707963267948966,1.2724642171282192,2.941644653698033,-1.7324451802090817,-1.5340836624298777,0.7263657228813408,-1.867162799384904,0.24543922911551203,1.5707963267948966,1.4829576107721967,-2.3962523962212257,1.591933251739402,0.7235977749848628,1.0113687263247364,0.8824482371125785,2.558940064908533,2.4890910406735895,2.617003608756101
60,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_1-Image Export-47_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_1-Image Export-47_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1489.148692144204,1012.0221257626979,0,1,0.017235743,0.05923858,0.11984829,0.17772648,0.24900034,0.37695062,0.863420203296584,0.894696422344355,0.9931666428911365,0.9839332985370177,0.9984581116551042,1.0380291892243572,0.09789755718381768,0.03470157152475308,0.0675810208765559,0.05231397676058002,0.04458626869152246,0.10456338247325607,0.021916656150006545,0.0005998185675492316,0.0021418251825758325,0.0004191655675024886,7.222285779806282e-05,0.0005260656612381153,0.0019816653527700463,0.00019329343363174754,0.0001829290767606613,0.0001593531193558111,0.0002005553997447649,0.00040452106524090255,0.0010008400748795765,0.00012893021519085746,0.00011945630282294133,0.00011336598077955784,0.00016686493462706776,0.00018102763440137575,4.502762541871078e-05,0.00010293861741059828,0.0005950218925678974,8.497768564208747e-05,0.00012563718442402575,4.294410114399243e-05,2.7159323931685192e-05,8.706347581190004e-05,0.0001536625692783588,0.00015119772098627095,6.572934031909165e-05,9.290686831123405e-05,1.5707963267948966,-0.9339409698389617,-1.5707963267948966,-0.6446798061653527,1.4920670242622656,1.3603194608795344,-1.5707963267948966,-0.9165408306128012,-1.050411309280598,1.2786794978368896,0.9905790163451871,-2.5236513393877,-1.5707963267948966,2.2424862354739834,-1.5573275301998801,-0.10651063564016972,2.486335783145608,-1.2928247028787383,0.17485296356781777,-1.2413747449583545,-1.5707963267948966,2.5147008225256,1.6558516102703134,1.0275793195380905,-0.2243218098070662,-2.7919352163929676,-1.4526917414389922,-0.09634473619658737,2.1500127192000518,0.08260282969630536
61,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_1-Image Export-48_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_1-Image Export-48_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1489.148692144204,1012.0221257626979,0,1,0.017235743,0.05923858,0.11984829,0.17772648,0.24900034,0.37695062,0.863420203296584,0.894696422344355,0.9931666428911365,0.9839332985370177,0.9984581116551042,1.0380291892243572,0.09789755718381768,0.03470157152475308,0.0675810208765559,0.05231397676058002,0.04458626869152246,0.10456338247325607,0.021916656150006545,0.0005998185675492316,0.0021418251825758325,0.0004191655675024886,7.222285779806282e-05,0.0005260656612381153,0.0019816653527700463,0.00019329343363174754,0.0001829290767606613,0.0001593531193558111,0.0002005553997447649,0.00040452106524090255,0.0010008400748795765,0.00012893021519085746,0.00011945630282294133,0.00011336598077955784,0.00016686493462706776,0.00018102763440137575,4.502762541871078e-05,0.00010293861741059828,0.0005950218925678974,8.497768564208747e-05,0.00012563718442402575,4.294410114399243e-05,2.7159323931685192e-05,8.706347581190004e-05,0.0001536625692783588,0.00015119772098627095,6.572934031909165e-05,9.290686831123405e-05,1.5707963267948966,-0.9339409698389617,-1.5707963267948966,-0.6446798061653527,1.4920670242622656,1.3603194608795344,-1.5707963267948966,-0.9165408306128012,-1.050411309280598,1.2786794978368896,0.9905790163451871,-2.5236513393877,-1.5707963267948966,2.2424862354739834,-1.5573275301998801,-0.10651063564016972,2.486335783145608,-1.2928247028787383,0.17485296356781777,-1.2413747449583545,-1.5707963267948966,2.5147008225256,1.6558516102703134,1.0275793195380905,-0.2243218098070662,-2.7919352163929676,-1.4526917414389922,-0.09634473619658737,2.1500127192000518,0.08260282969630536
62,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_2-Image Export-48_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_2-Image Export-48_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1674.7901029348282,1168.120557173518,0,1,0.017273145,0.061936058,0.108146034,0.16160765,0.22729097,0.42374617,0.9653955226699655,1.0096746307482698,0.9710707364672702,0.965783324341061,0.9605442154767183,1.0451597187659487,0.18938334756120512,0.060638443072905585,0.059770124309439246,0.06275584438611852,0.049939296497473466,0.13895914214900632,0.03247845114101109,0.0019654684345700927,0.008099404272269893,0.002263231354593679,0.00017583278322049487,0.0010592689241850739,0.0027746491675061952,0.000562012104051734,0.0004540388797948842,0.0008734750075295053,0.00026481843457742634,0.0001751030324253853,0.00043140205985853344,0.000982435459979677,0.0002525782741332291,0.0003846909277046452,0.0004589088973070035,0.0003973241843846482,0.00043404847503955454,7.396205974584685e-05,0.0007809394741695588,0.0007868188620275725,0.0001787469694575708,0.00032118900958861597,0.000175828671111955,0.00034682716671552216,0.00031664039488259,9.921797565424906e-05,0.00018140582311942444,4.499833444123225e-05,1.5707963267948966,2.740405097982317,-1.5707963267948966,1.2980762818189144,-2.7424071826271543,2.99440065846962,-1.5707963267948966,1.8950538941301918,0.7013205098522827,-0.2583890956133494,0.9189263902371174,1.4997800359001496,1.5707963267948966,-1.5198870874371444,0.9179040727220501,0.5595245653367277,-0.2200172701014017,-0.47458810241195476,3.1343869315819286,0.5102875729969012,1.5707963267948966,-1.8071362734071046,3.1264000160101637,-1.925188907624569,0.06098585944326632,2.8347794527832497,-0.3693943706445173,-0.6920920448761573,2.5918762039999605,-0.6242406691444792
63,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_2-Image Export-49_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere5_2-Image Export-49_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1674.7901029348282,1168.120557173518,0,1,0.017273145,0.061936058,0.108146034,0.16160765,0.22729097,0.42374617,0.9653955226699655,1.0096746307482698,0.9710707364672702,0.965783324341061,0.9605442154767183,1.0451597187659487,0.18938334756120512,0.060638443072905585,0.059770124309439246,0.06275584438611852,0.049939296497473466,0.13895914214900632,0.03247845114101109,0.0019654684345700927,0.008099404272269893,0.002263231354593679,0.00017583278322049487,0.0010592689241850739,0.0027746491675061952,0.000562012104051734,0.0004540388797948842,0.0008734750075295053,0.00026481843457742634,0.0001751030324253853,0.00043140205985853344,0.000982435459979677,0.0002525782741332291,0.0003846909277046452,0.0004589088973070035,0.0003973241843846482,0.00043404847503955454,7.396205974584685e-05,0.0007809394741695588,0.0007868188620275725,0.0001787469694575708,0.00032118900958861597,0.000175828671111955,0.00034682716671552216,0.00031664039488259,9.921797565424906e-05,0.00018140582311942444,4.499833444123225e-05,1.5707963267948966,2.740405097982317,-1.5707963267948966,1.2980762818189144,-2.7424071826271543,2.99440065846962,-1.5707963267948966,1.8950538941301918,0.7013205098522827,-0.2583890956133494,0.9189263902371174,1.4997800359001496,1.5707963267948966,-1.5198870874371444,0.9179040727220501,0.5595245653367277,-0.2200172701014017,-0.47458810241195476,3.1343869315819286,0.5102875729969012,1.5707963267948966,-1.8071362734071046,3.1264000160101637,-1.925188907624569,0.06098585944326632,2.8347794527832497,-0.3693943706445173,-0.6920920448761573,2.5918762039999605,-0.6242406691444792
66,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere6_2-Image Export-50_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere6_2-Image Export-50_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1431.870009119043,1074.0901586139055,0,1,0.015320325,0.04867011,0.0932425,0.15195918,0.23029731,0.46051064,0.9725801714234226,0.9423904374849428,0.9639525400599058,0.9433413636832498,0.957717132471875,1.0602975900562228,0.06538794943039292,0.083814044454123,0.05718075305118802,0.034712461846968266,0.03892200773556951,0.04773972082054294,0.03232617714926842,0.003286823748933793,0.007448344033473699,0.002475666760721335,0.00030074620914210723,0.0009509296263004554,0.0022066188469909175,0.0003492956479092607,0.00042289309080330723,0.0013940776787727742,0.00037496758039881633,0.00029989754325573226,0.0002307545423003947,0.0008968058019872179,0.0004145808444304338,0.00038978935628392714,0.0006686267460237316,0.000675529836993808,0.00014700703788035754,0.00047412762636701394,0.0001219739975941231,0.00021667398934524268,0.00036300658988384134,0.0002799314427847599,0.00025068835952900747,0.00033508182044764313,0.00042986593592102664,0.00023251895754256065,0.00040992210449330654,0.00023053040165828257,1.5707963267948966,-1.722836991161758,-1.5707963267948966,-1.9682729777876207,-0.7997522082201375,1.2681533608761992,-1.5707963267948966,0.5177540636770758,1.7596345996671885,1.515902916190332,0.3100307081192453,-1.5711214373843652,-1.5707963267948966,1.2018297289529882,0.07070489939014289,2.970647416844155,1.5493629561090427,-2.2278463076527095,2.6433176753387873,-0.7728025620037029,-1.5707963267948966,2.145348484447134,-2.0916036573430357,-0.054485045229163157,1.6791797112639757,-1.584573947553972,-2.5118086199706453,2.2502337236196372,2.7899208922313643,1.0444690646473946
67,1,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere6_2-Image Export-51_c4.jpg,DMSO_VehicleDay13-3_EF_450ms_CA9_1600ms_Gamma_1_Sphere6_2-Image Export-51_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1431.870009119043,1074.0901586139055,0,1,0.015320325,0.04867011,0.0932425,0.15195918,0.23029731,0.46051064,0.9725801714234226,0.9423904374849428,0.9639525400599058,0.9433413636832498,0.957717132471875,1.0602975900562228,0.06538794943039292,0.083814044454123,0.05718075305118802,0.034712461846968266,0.03892200773556951,0.04773972082054294,0.03232617714926842,0.003286823748933793,0.007448344033473699,0.002475666760721335,0.00030074620914210723,0.0009509296263004554,0.0022066188469909175,0.0003492956479092607,0.00042289309080330723,0.0013940776787727742,0.00037496758039881633,0.00029989754325573226,0.0002307545423003947,0.0008968058019872179,0.0004145808444304338,0.00038978935628392714,0.0006686267460237316,0.000675529836993808,0.00014700703788035754,0.00047412762636701394,0.0001219739975941231,0.00021667398934524268,0.00036300658988384134,0.0002799314427847599,0.00025068835952900747,0.00033508182044764313,0.00042986593592102664,0.00023251895754256065,0.00040992210449330654,0.00023053040165828257,1.5707963267948966,-1.722836991161758,-1.5707963267948966,-1.9682729777876207,-0.7997522082201375,1.2681533608761992,-1.5707963267948966,0.5177540636770758,1.7596345996671885,1.515902916190332,0.3100307081192453,-1.5711214373843652,-1.5707963267948966,1.2018297289529882,0.07070489939014289,2.970647416844155,1.5493629561090427,-2.2278463076527095,2.6433176753387873,-0.7728025620037029,-1.5707963267948966,2.145348484447134,-2.0916036573430357,-0.054485045229163157,1.6791797112639757,-1.584573947553972,-2.5118086199706453,2.2502337236196372,2.7899208922313643,1.0444690646473946
