ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_Fluorescence,Intensity_IntegratedIntensity_Fluorescence,Intensity_LowerQuartileIntensity_Fluorescence,Intensity_MADIntensity_Fluorescence,Intensity_MassDisplacement_Fluorescence,Intensity_MaxIntensityEdge_Fluorescence,Intensity_MaxIntensity_Fluorescence,Intensity_MeanIntensityEdge_Fluorescence,Intensity_MeanIntensity_Fluorescence,Intensity_MedianIntensity_Fluorescence,Intensity_MinIntensityEdge_Fluorescence,Intensity_MinIntensity_Fluorescence,Intensity_StdIntensityEdge_Fluorescence,Intensity_StdIntensity_Fluorescence,Intensity_UpperQuartileIntensity_Fluorescence,Location_CenterMassIntensity_X_Fluorescence,Location_CenterMassIntensity_Y_Fluorescence,Location_CenterMassIntensity_Z_Fluorescence,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Fluorescence,Location_MaxIntensity_Y_Fluorescence,Location_MaxIntensity_Z_Fluorescence,Number_Object_Number
16,4,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,39,56,1206,1061,1198,1054,1201.4615384615386,1057.1025641025642,1.1453631522466639,45,0.6047188656765521,7.046725639945928,1,0.6964285714285714,0.8730855345210559,8.28257441416488,8.602325267042627,2.8284271247461903,1.416871292538049,1.0,6.0,6.596565350264019,49.75485989062937,23.692388155425117,0.8666666666666667,0.6710316519550181,0.09419835309876633,0.1362524421502566,0.05453500990251423,0.006596417935429505,0.054711769507115225,0.02401793348852875,0.016743183508199123,0.07603648800079961,0.020580529878526557,0.016742755132350542,0.007673350225970472,0.04966260667010872,0.019343296576756323,0.037925019005609295,0.019125877427427333,0.019820042384947834,0.004164189252662406,0.027651104890870568,0.024879671229723285,0.03806096060629668,0.03388977647225254,0.03782155788069748,0.01771377067506359,0.050924861490255456,0.0196121938751576,0.01645549473774178,0.027005023189757015,0.009970583860798287,0.014400774530600829,4.131589442491531,7.66217266023159,0.18876736238598824,0.00924980640411377,0.08667425765723628,0.21128195524215698,0.21128195524215698,0.19674235440435864,0.19646596564696386,0.19753725826740265,0.1745278388261795,0.1745278388261795,0.012535468714374253,0.010570547284424326,0.20678706467151642,1201.5023640066163,1057.0261069131734,0.0,1201.4615384615386,1057.1025641025642,0,1201.0,1054.0,0.0,4
16,5,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,117,240,1235,1067,1215,1055,1225.1367521367522,1060.4273504273503,1.649660117567845,146,0.835301103779233,12.205286835384658,1,0.4875,0.6061854738140466,17.59594810702396,19.924858845171276,4.242640687119285,1.9074916698279103,1.4142135623730951,10.0,9.6741246677756,69.6930649808167,49.248737341529164,0.8013698630136986,0.3752368431587256,0.03225558989862947,0.17914006753740103,0.049526932014435386,0.035436336471621054,0.004488358535020371,0.05157875052854462,0.022977758253906192,0.03077292211131472,0.013346760688934615,0.008346044272648286,0.0022981766649293792,0.008154713937252209,0.01777300871201959,0.022936796066327588,0.018644898330273905,0.008136115578140654,0.006640026566958307,0.006536295425028618,0.0006169955395621873,0.010410441874847293,0.014947215178764458,0.013266231215226187,0.010235295871777234,0.013558481730921355,0.011809249159578228,0.006815881318632719,0.007630004317064748,0.0020818394398199494,0.0003309041693677199,8.439941242337227,22.234222501516342,0.179856076836586,0.010388612747192383,0.14575991794539256,0.21576902270317078,0.21576902270317078,0.19627770331016806,0.19003608975654993,0.18938863277435303,0.17255567014217377,0.17255567014217377,0.011329758854628013,0.011192029731894058,0.1997772455215454,1225.0404450147246,1060.3179388560875,0.0,1225.1367521367522,1060.4273504273503,0,1215.0,1058.0,0.0,5
16,6,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,5,6,1237,1313,1234,1311,1234.8,1311.4,0.43153209248335733,5,0.816496580927726,2.5231325220201604,1,0.8333333333333334,2.3173247538676778,3.098386676965933,2.23606797749979,1.0,1.0,1.0,1.0,1.7888543819998317,-71.56505117707799,5.207106781186548,1.0,1.2732395447351625,0.2546479089470325,0.4583662361046583,0.4106074153992473,0.2546479089470324,0.2546479089470325,0.7843155595568594,0.7122133733869691,0.3117955417426928,0.25464790894703215,0.2546479089470322,0.25464790894703243,0.9472902212829595,0.28099101560345735,0.3802990683681392,0.7246905470457329,0.2546479089470314,0.254647908947032,0.2546479089470322,0.25464790894703243,0.5561510331403161,0.668614474208069,0.2509363290245699,0.6988222796503926,0.6577467607860876,0.25464790894703804,0.2546479089470316,0.25464790894703154,0.25464790894703193,0.25464790894703243,1.022177666425705,1.022177666425705,0.20293225720524788,0.003650195896625519,0.012073817373887007,0.20875921845436096,0.20875921845436096,0.204435533285141,0.204435533285141,0.20805588364601135,0.19584785401821136,0.19584785401821136,0.005069645039564738,0.005069645039564738,0.20875921845436096,1234.8097775066037,1311.4070836029387,0.0,1234.8,1311.4,0,1236.0,1311.0,0.0,6
16,7,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-124_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1,1,1281,1409,1280,1408,1280.0,1408.0,0.0,1,0.0,1.1283791670955126,1,1.0,inf,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.0,0.0,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.21463018655776978,0.0,0.0,0.21463018655776978,1280.0,1408.0,0.0,1280.0,1408.0,0,1280.0,1408.0,0.0,7
17,1,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-125_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-125_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1167461,1688490,2289,1694,1004,380,1639.506302137716,1050.299563754164,16.38663153780771,1301097,0.495176223749301,1219.2036385018123,-50,0.6914231058519742,0.06102535458204276,1364.0219882192712,1397.8301041256766,233.42022191746798,61.345271359418845,49.16299421312742,1212.951272957574,1185.0521512120533,39.5360463183766,15504.971311415444,0.8972897485737036,0.760729649393111,0.05117805918461866,0.11829545479589185,0.04135051515714583,0.012716038374899588,0.010149252723931237,0.08688166725056223,0.0046625281734764545,0.00808984225234468,0.01130670226674897,0.007940539300172831,0.008323416458052034,0.01092349365619056,0.009404035638349009,0.005200939475132433,0.0037264496737381804,0.016560764429081484,0.0061088051826594155,0.0010206172637568414,0.0033362462961332665,0.0001498188924631289,0.009948025601776982,0.0027133893394317623,0.002882918838683419,0.004696709777429133,0.0075839679436868965,0.004559222832896762,0.003107275323222042,0.001298161162086254,0.003945973235533765,665.9208562010899,64178.87204523152,0.045736078172922134,0.011221960186958313,30.209325103433898,0.09427765011787415,0.10128744691610336,0.04890004818630415,0.05497303297089283,0.05695803835988045,0.005610980559140444,0.005610980559140444,0.03593192132269025,0.016128627060838098,0.06537450850009918,1639.5062453882397,1020.0902386507834,0.0,1639.506302137716,1050.299563754164,0,1914.0,684.0,0.0,1
18,1,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-126_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-126_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,2104718,4503366,2588,2179,506,16,1516.870233922074,1078.645338235336,29.027156237443247,3328863,0.5976202133704765,1637.0125803169328,-29,0.46736552170087886,0.034450498416722666,2600.2411404244735,2284.7827030157596,268.1193763979023,81.03238807158134,72.01388754955533,1833.881737907367,2084.8195776075695,-38.93255174276222,27707.9333881149,0.6322633283496497,0.5098289255233014,0.03185613823994711,0.03284354018681706,0.0580853341942593,0.028080073244991437,0.006044579259606338,0.14815673207690158,0.019593478226143636,0.004609762802964644,0.015114063382243227,0.0008151595455074762,0.004263600129068619,0.014446672516550029,0.02904190566661146,0.011400802470824294,0.0031219603515681166,0.004178666562054013,0.007083138260649653,0.002534540867786148,0.0026833513950781864,0.03570587985456482,0.014986351830865758,0.0031442532737875257,0.0031470101240325295,0.0018674441107769941,0.014098350689704239,0.0009268218202691255,0.001481220276504939,0.0024472752924968814,0.0039221474585371535,2853.598651480861,146791.527867496,0.045736078172922134,0.01262863352894783,47.864729332073615,0.22109726071357727,0.29289254546165466,0.11929261533718745,0.0697440359551712,0.05386980623006821,0.008416470140218735,0.008416470140218735,0.08855667937625654,0.04023644734170219,0.0799674466252327,1562.9217848532292,1091.6947432358675,0.0,1516.870233922074,1078.645338235336,0,1186.0,859.0,0.0,1
19,1,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-127_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-127_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1318626,2379234,2425,1810,874,276,1607.4963158621172,1128.846995281452,39.15675622334047,1747655,0.6140344526848361,1295.7340652757218,-65,0.5542229137613198,0.02553837693541944,1705.9711716982122,1604.6887548680586,236.00847442411893,69.86848814220569,56.0357029044876,1361.0801304014385,1346.4875998387643,44.8764320728531,25472.355251966488,0.7545116169953452,0.6453555744674134,0.0866472947946858,0.03623637845823822,0.05650696984007306,0.04451854741816829,0.015904039057589685,0.10568789603604224,0.015564577631587376,0.010048197557125162,0.018930658384020405,0.01453202952874542,0.01093133020428305,0.008912935914284811,0.013626264348969809,0.007415222594604765,0.004495969532633973,0.015330179407770199,0.009401582948351505,0.0018457733569197787,0.0018074124102186336,0.007849752936680639,0.008068648876670444,0.0032564035655915243,0.003366942377328692,0.003568685055550116,0.00667228762728343,0.002566921468356904,0.007197970770118281,0.0018407743645771511,0.0013084505895783584,1293.2535798926838,68640.22647662507,0.042647842317819595,0.009823143482208252,46.13277844751616,0.10128744691610336,0.11110274493694305,0.058071557247089525,0.05205435542498409,0.05106431618332863,0.005610980559140444,0.002805490279570222,0.03190335445470094,0.015730883038091305,0.06285176426172256,1617.963121735162,1083.9172810368277,0.0,1607.4963158621172,1128.846995281452,0,1377.0,890.0,0.0,1
20,1,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1644537,3688872,2598,2054,640,170,1494.4696264054867,1051.418759200918,63.61548857718038,2767114,0.5281928442288156,1447.027830133246,-15,0.445810263950606,0.015719442267377502,2225.0207741966638,1977.3833720348719,239.73318502034715,72.80794234319688,62.12889826803627,1799.2176742194042,1889.31952503619,-51.748124208260734,36258.36278437089,0.5943148710172403,0.5355154585638094,0.08747299285045129,0.07652257514633813,0.03528857978438105,0.033936091896925875,0.017764810877289303,0.1280225869968665,0.02316546278243178,0.014088613607064093,0.0067001141732263274,0.009969845724872632,0.0054376969529430315,0.033216665623472995,0.005117546760668888,0.004744629765850347,0.005140662815019375,0.011279012552873238,0.00456849382374716,0.0051048068072580945,0.002976292639277572,0.010493642883783289,0.010827825252929182,0.002328967388362854,0.0021835637315817205,0.002768794278705709,0.016296126316003023,0.006078124903301163,0.0017042722656656433,0.000835706773488071,0.0038098401758744163,2725.5238107237965,108294.87763531506,0.04321333020925522,0.013476867228746414,96.74150025422784,0.21576902270317078,0.2210666686296463,0.085989519520564,0.06585128679702254,0.05162980407476425,0.008981959894299507,0.008981959894299507,0.06804939827726612,0.03650269596849556,0.07687921822071075,1583.781449474857,1088.5982714551724,0.0,1494.4696264054867,1051.418759200918,0,1157.0,931.0,0.0,1
20,2,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,354,550,2260,1568,2235,1546,2246.375706214689,1556.9519774011299,1.8158327165167159,433,0.6320945518064433,21.23032733700184,1,0.6436363636363637,0.5507115225450309,25.427799959831894,25.495097567963924,7.0,2.853255576838609,2.8284271247461903,20.346142564166293,19.70378015913209,82.93781319339458,89.87615433949868,0.8175519630484989,0.6877420259670346,0.04628084377169669,0.13855149399696493,0.06874974359470452,0.03195376131442635,0.04432370292854272,0.03520965132653245,0.018581689202410292,0.005214908867215557,0.013193584548408062,0.02531153378811424,0.005721772766466773,0.003923639388469947,0.003084195305046437,0.013717954671612116,0.018043035711534653,0.008366197259214716,0.009722042210461452,0.015920725053020904,0.014865285265564134,0.006281161845501544,0.007244809679498811,0.009758235145783922,0.008437425818979239,0.008740577797726275,0.004353266379824133,0.005034919879867832,0.008704562072507045,0.0071202982941660385,0.013338248028911695,11.839023619890213,53.45683465898037,0.1372082307934761,0.012628629803657532,0.7071909516229425,0.1944490224123001,0.1944490224123001,0.1537535535050677,0.151008007511244,0.14814744889736176,0.1259862780570984,0.1259862780570984,0.021877940743565544,0.01770365313289004,0.1635737270116806,2245.678687031855,1556.8324646368799,0.0,2246.375706214689,1556.9519774011299,0,2235.0,1558.0,0.0,2
20,3,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,73,180,2239,1591,2227,1576,2231.972602739726,1583.0821917808219,2.265908332848505,116,0.6627223817477257,9.640875829802336,1,0.40555555555555556,0.4413241195608677,13.857379796281906,15.231546211727817,3.0,1.4413968554498844,1.0,10.542952440082718,10.377309094397784,-24.19136104451375,45.59188309203678,0.6293103448275862,0.3904150964758171,0.04716188187602217,0.13326749076703925,0.03597215663122771,0.018783377390811554,0.043057755864781985,0.06410615165017848,0.03268088047611251,0.052691198951588296,0.009378706580116974,0.004937346167464252,0.005574719697391848,0.00367773679361824,0.026512890599515546,0.017075765142043998,0.008975713378551221,0.012643008636859023,0.012066508691024548,0.004229753630085048,0.032323285138027756,0.007975560365738838,0.016042229165037065,0.02498407883340501,0.0031731547978656395,0.016902458811108644,0.0057261927892023785,0.003764049263750646,0.0038675601889135566,0.00565568616894164,0.011277302779072048,7.292967855930328,12.937815636396408,0.16863411664962769,0.008416473865509033,0.12329152026836836,0.1919262856245041,0.1919262856245041,0.17787726477878849,0.17723035118351244,0.17705059051513672,0.15907882153987885,0.15907882153987885,0.010538114942126902,0.009066059693664408,0.1865161769092083,2231.850718563973,1583.0636163489007,0.0,2231.972602739726,1583.0821917808219,0,2232.0,1576.0,0.0,3
20,4,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,10,16,2229,1600,2225,1596,2226.2,1597.5,0.5914767815405999,12,0.8654345930167235,3.5682482323055424,1,0.625,1.6906834405153373,5.070203362554914,4.242640687119285,1.4142135623730951,1.0414213562373096,1.0,2.1213203435596424,2.540283027998424,42.855423335590494,8.621320343559642,0.8333333333333334,0.5658842421045169,0.10003514623967849,0.18862808070150552,0.047157020175376416,0.03334504874655947,0.033345048746559504,0.02095867563350069,0.036677682358626076,0.04686502343487589,0.05804508485512208,0.040755059579128255,0.0012350018054281282,0.04890357647816813,0.02270523193629236,0.07441049574852228,0.02270523193629236,0.014957244087962828,0.006175009027140646,0.002607226033681605,0.011389461094503867,0.010436212969767553,0.0249045991324003,0.032446969798037226,0.05802448161496934,0.023812570526365085,0.04734173587474457,0.029502820907449708,0.0012350018054281223,0.03416838328351158,0.009742792020599696,1.7000702321529388,1.8908576965332031,0.1868658810853958,0.003921583294868469,0.03161592597901483,0.1978200078010559,0.1978200078010559,0.18889669246143764,0.1890857696533203,0.19078746438026428,0.17705059051513672,0.17705059051513672,0.006044925289187276,0.005762704333651206,0.1944490224123001,2226.171382121384,1597.4865618528422,0.0,2226.2,1597.5,0,2225.0,1598.0,0.0,4
20,5,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c4.jpg,EF5Day13-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-128_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,3,3,2232,1628,2231,1625,2231.0,1626.0,0.026525823848649224,3,1.0,1.9544100476116797,1,1.0,37.69911184307752,3.265986323710904,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.954929658551372,0.0,0.3183098861837907,0.6366197723675814,0.0,0.0,0.954929658551372,0.6366197723675814,0.6366197723675814,0.0,0.0,0.0,0.3183098861837907,0.6366197723675814,0.6366197723675814,0.6366197723675814,0.0,0.0,0.0,0.0,0.954929658551372,0.6366197723675814,0.6366197723675814,0.6366197723675814,0.6366197723675814,0.0,0.0,0.0,0.0,0.0,0.5488329380750656,0.5488329380750656,0.18294431269168854,0.0,0.0,0.18294431269168854,0.18294431269168854,0.18294431269168854,0.18294431269168854,0.18294431269168854,0.18294431269168854,0.18294431269168854,0.0,0.0,0.18294431269168854,2231.0,1626.0,0.0,2231.0,1626.0,0,2231.0,1626.0,0.0,5
21,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1520463,3001896,2558,1817,630,260,1573.063781887491,1087.2928903893092,38.59765498834353,2368940,0.6733271553039905,1391.3711287455478,-64,0.506500891436612,0.025908309722494784,2225.399258475903,1987.1056841547206,201.0994778710278,56.64826918811133,45.45327270945405,1510.5849828691225,1645.337081689699,-76.05685114731291,27156.470221848496,0.6418326340050824,0.49027984880337244,0.04356563616245243,0.007011137691444706,0.06871711843513613,0.03564269603222047,0.009858587784367037,0.1369645518282737,0.014668309773551257,0.009721220945006414,0.01592854402387792,0.008025202274750507,0.005938244840135326,0.01674085321623385,0.032949126024004155,0.012349538799401405,0.004345470039461123,0.004356905569285646,0.006573112969263283,0.0033861911270140245,0.0028076025297253965,0.021782192921074237,0.008919930381960518,0.009607868091174388,0.00340833399228316,0.0033592917425874984,0.011995211778210304,0.004715308139861745,0.0064293685453176526,0.0024413288032916485,0.001311796357411655,1454.1637941803783,82225.84593648184,0.04321333020925522,0.009823143482208252,46.06815770738615,0.14533410966396332,0.14533410966396332,0.06148944116793007,0.05407947838025775,0.05106431618332863,0.005610980559140444,0.005610980559140444,0.037489154603386886,0.017400233184246695,0.06537450850009918,1556.3482084170262,1044.3642896887727,0.0,1573.063781887491,1087.2928903893092,0,1481.0,1655.0,0.0,1
21,2,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1,1,1586,408,1585,407,1585.0,407.0,0.0,1,0.0,1.1283791670955126,1,1.0,inf,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.0,0.0,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.09427765011787415,0.0,0.0,0.09427765011787415,1585.0,407.0,0.0,1585.0,407.0,0,1585.0,407.0,0.0,2
21,3,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1,1,1542,423,1541,422,1541.0,422.0,0.0,1,0.0,1.1283791670955126,1,1.0,inf,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.0,0.0,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.09736588597297668,0.0,0.0,0.09736588597297668,1541.0,422.0,0.0,1541.0,422.0,0,1541.0,422.0,0.0,3
21,4,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-107_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,2,2,1538,425,1536,424,1536.5,424.0,0.0,2,1.0,1.5957691216057308,1,1.0,inf,2.0,1.0,1.0,1.0,1.0,0.0,0.0,90.0,0.0,1.0,2.5464790894703255,0.0,2.5464790894703255,2.5464790894703255,0.0,0.0,2.5464790894703255,2.5464790894703255,2.5464790894703255,0.0,0.0,0.0,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,0.0,0.0,0.0,0.0,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,0.0,0.0,0.0,0.0,0.0,0.19753725826740265,0.19753725826740265,0.09876862913370132,0.00280548632144928,0.007101157386841805,0.10017137229442596,0.10017137229442596,0.09876862913370132,0.09876862913370132,0.10017137229442596,0.09736588597297668,0.09736588597297668,0.00140274316072464,0.00140274316072464,0.10017137229442596,1536.5071011573868,424.0,0.0,1536.5,424.0,0,1537.0,424.0,0.0,4
22,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-108_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-108_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1491793,2883420,2441,1965,704,305,1660.2048581807262,1079.212264033951,39.98926959611229,2091693,0.7084033651798993,1378.1907851089059,-61,0.5173693045064541,0.025006708301999567,2008.9930697483999,1830.1084667308658,211.0213259365034,60.86983817304898,49.0,1430.082327921836,1417.9630096019544,46.625035466754106,27379.842804850527,0.7131988298474011,0.565411972956244,0.09500726551043615,0.0246240953624736,0.06927183576381586,0.050121947797067204,0.012226144792177712,0.0842677734142133,0.013025625857286222,0.009253412788793009,0.014711493204221555,0.012642075497309916,0.005803442460606284,0.023968642314152085,0.02615554451490795,0.00901126571996018,0.000682857400858415,0.01921907546647227,0.005226269727611659,0.006565775240747143,0.0037268222318951123,0.025762004049808614,0.006454589099410372,0.009785297324968644,0.005287919766275377,0.0002566243260378735,0.004816950279389884,0.01083390669342599,0.005830791969071269,0.0006975072787073064,0.0025886535058950006,1466.4355263600592,68414.74355785688,0.03423137217760086,0.008416470140218735,28.52066317526869,0.09819921851158142,0.11726431548595428,0.061490922775916605,0.04586074848042381,0.042647842317819595,0.003638823749497533,0.003638823749497533,0.03163713110973527,0.01719955331108139,0.05695803835988045,1634.0786224969734,1090.6511467133969,0.0,1660.2048581807262,1079.212264033951,0,1641.0,1056.0,0.0,1
