ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_SpheroidMask,RadialDistribution_FracAtD_Fluorescence_1of6,RadialDistribution_FracAtD_Fluorescence_2of6,RadialDistribution_FracAtD_Fluorescence_3of6,RadialDistribution_FracAtD_Fluorescence_4of6,RadialDistribution_FracAtD_Fluorescence_5of6,RadialDistribution_FracAtD_Fluorescence_6of6,RadialDistribution_MeanFrac_Fluorescence_1of6,RadialDistribution_MeanFrac_Fluorescence_2of6,RadialDistribution_MeanFrac_Fluorescence_3of6,RadialDistribution_MeanFrac_Fluorescence_4of6,RadialDistribution_MeanFrac_Fluorescence_5of6,RadialDistribution_MeanFrac_Fluorescence_6of6,RadialDistribution_RadialCV_Fluorescence_1of6,RadialDistribution_RadialCV_Fluorescence_2of6,RadialDistribution_RadialCV_Fluorescence_3of6,RadialDistribution_RadialCV_Fluorescence_4of6,RadialDistribution_RadialCV_Fluorescence_5of6,RadialDistribution_RadialCV_Fluorescence_6of6,RadialDistribution_ZernikeMagnitude_Fluorescence_0_0,RadialDistribution_ZernikeMagnitude_Fluorescence_1_1,RadialDistribution_ZernikeMagnitude_Fluorescence_2_0,RadialDistribution_ZernikeMagnitude_Fluorescence_2_2,RadialDistribution_ZernikeMagnitude_Fluorescence_3_1,RadialDistribution_ZernikeMagnitude_Fluorescence_3_3,RadialDistribution_ZernikeMagnitude_Fluorescence_4_0,RadialDistribution_ZernikeMagnitude_Fluorescence_4_2,RadialDistribution_ZernikeMagnitude_Fluorescence_4_4,RadialDistribution_ZernikeMagnitude_Fluorescence_5_1,RadialDistribution_ZernikeMagnitude_Fluorescence_5_3,RadialDistribution_ZernikeMagnitude_Fluorescence_5_5,RadialDistribution_ZernikeMagnitude_Fluorescence_6_0,RadialDistribution_ZernikeMagnitude_Fluorescence_6_2,RadialDistribution_ZernikeMagnitude_Fluorescence_6_4,RadialDistribution_ZernikeMagnitude_Fluorescence_6_6,RadialDistribution_ZernikeMagnitude_Fluorescence_7_1,RadialDistribution_ZernikeMagnitude_Fluorescence_7_3,RadialDistribution_ZernikeMagnitude_Fluorescence_7_5,RadialDistribution_ZernikeMagnitude_Fluorescence_7_7,RadialDistribution_ZernikeMagnitude_Fluorescence_8_0,RadialDistribution_ZernikeMagnitude_Fluorescence_8_2,RadialDistribution_ZernikeMagnitude_Fluorescence_8_4,RadialDistribution_ZernikeMagnitude_Fluorescence_8_6,RadialDistribution_ZernikeMagnitude_Fluorescence_8_8,RadialDistribution_ZernikeMagnitude_Fluorescence_9_1,RadialDistribution_ZernikeMagnitude_Fluorescence_9_3,RadialDistribution_ZernikeMagnitude_Fluorescence_9_5,RadialDistribution_ZernikeMagnitude_Fluorescence_9_7,RadialDistribution_ZernikeMagnitude_Fluorescence_9_9,RadialDistribution_ZernikePhase_Fluorescence_0_0,RadialDistribution_ZernikePhase_Fluorescence_1_1,RadialDistribution_ZernikePhase_Fluorescence_2_0,RadialDistribution_ZernikePhase_Fluorescence_2_2,RadialDistribution_ZernikePhase_Fluorescence_3_1,RadialDistribution_ZernikePhase_Fluorescence_3_3,RadialDistribution_ZernikePhase_Fluorescence_4_0,RadialDistribution_ZernikePhase_Fluorescence_4_2,RadialDistribution_ZernikePhase_Fluorescence_4_4,RadialDistribution_ZernikePhase_Fluorescence_5_1,RadialDistribution_ZernikePhase_Fluorescence_5_3,RadialDistribution_ZernikePhase_Fluorescence_5_5,RadialDistribution_ZernikePhase_Fluorescence_6_0,RadialDistribution_ZernikePhase_Fluorescence_6_2,RadialDistribution_ZernikePhase_Fluorescence_6_4,RadialDistribution_ZernikePhase_Fluorescence_6_6,RadialDistribution_ZernikePhase_Fluorescence_7_1,RadialDistribution_ZernikePhase_Fluorescence_7_3,RadialDistribution_ZernikePhase_Fluorescence_7_5,RadialDistribution_ZernikePhase_Fluorescence_7_7,RadialDistribution_ZernikePhase_Fluorescence_8_0,RadialDistribution_ZernikePhase_Fluorescence_8_2,RadialDistribution_ZernikePhase_Fluorescence_8_4,RadialDistribution_ZernikePhase_Fluorescence_8_6,RadialDistribution_ZernikePhase_Fluorescence_8_8,RadialDistribution_ZernikePhase_Fluorescence_9_1,RadialDistribution_ZernikePhase_Fluorescence_9_3,RadialDistribution_ZernikePhase_Fluorescence_9_5,RadialDistribution_ZernikePhase_Fluorescence_9_7,RadialDistribution_ZernikePhase_Fluorescence_9_9
45,1,EF5Day13-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-04_c4.jpg,EF5Day13-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-04_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1400.6760131074514,1019.2022540409989,1,1,0.0108453855,0.039712675,0.08625367,0.14456621,0.23871917,0.4799029,0.5390674566474921,0.5824395281205261,0.7061089279702856,0.7985182400872721,0.9660484965067956,1.3279274683833187,0.3024735159260754,0.23350232605085236,0.22746406932888338,0.22376116530398266,0.17910411789046435,0.1317686274413552,0.046177883514079664,0.005422608564790985,0.0012674857743884824,0.0037449224045916765,0.0011309720973523302,0.0005298630056156848,0.00646300624786912,0.0010177141684650504,0.001110498257563926,0.0010431062954651,0.0010252028773461855,0.0002926207941351813,0.0022110799760556416,0.0009909504863488104,0.0005009608829735246,0.00036499624605433026,0.0016841707851064016,0.00020455267615140197,0.00011163992811111097,0.0004695976001362378,0.0007212829410736758,0.001147258558735932,0.00032342060165787835,0.00023596720867048642,5.8063367546804186e-05,0.000643082676381711,0.00039025641433056634,0.000353364136856312,0.00043707379467218294,0.00035665950254863113,1.5707963267948966,-2.107408470955622,-1.5707963267948966,2.6516555758315032,2.5196306283564884,0.15491995056032734,-1.5707963267948966,2.0978522232540286,2.6214074783709416,1.0717253632939971,-1.1051300988981785,1.7096274781284957,-1.5707963267948966,-0.4921190980477459,2.891016919407841,-2.9931782468733323,0.6105297961862096,2.4635605631064856,-2.059840605672954,2.927686271348722,-1.5707963267948966,-0.5790834521545031,-0.8617072602626491,2.7125754707432237,2.676909686994302,-0.06338082623252651,2.251060235042973,0.34578513578810127,0.569490636219446,-3.1218791164818533
46,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-68_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-68_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1581.4679794103668,1042.3232560835643,1,1,0.009939316,0.042148992,0.09149194,0.15813914,0.24930295,0.44897765,0.5079202714302417,0.6163991792592011,0.7308864992945732,0.8563361920948769,0.9903634562336603,1.2810570571822646,0.31643683832296543,0.21351584519589806,0.1694785005954288,0.13732814932331905,0.12172809520822299,0.12895475289189476,0.060373217578629165,0.004138648120617671,0.004389150527229002,0.005670063995112017,0.002023561202415664,0.0006445485022169718,0.009066741795752571,0.0020880768867911586,0.0004462607526291081,0.0013712443233193459,0.0007226645372147919,0.0007640946204426086,0.0016752728202525458,0.0018279057942051488,0.0012901087411899515,0.00017311336092551787,0.0005866398039478013,0.0008412846887596299,0.0001980098617545948,0.0004342430344036933,0.0003857459540888359,0.0021536001773334087,0.00010010040218330563,0.00011690174240678738,0.00015397355079017168,0.0009400683299552819,0.0006294706705118219,0.0007486395399164457,0.00015591661403276347,0.00018327154747678752,1.5707963267948966,-2.2638557813549367,-1.5707963267948966,-3.0136268840374103,-0.23987966519655898,-2.3799657148199596,-1.5707963267948966,-3.0813064681116815,-1.723924949414273,0.5315765833333086,-0.10552056889363993,-0.8165360153415475,-1.5707963267948966,0.2159038565210372,-1.095901223276151,0.906822448912841,0.7428802974575034,0.9192453853536022,-0.07300360040304124,0.7011368197477549,1.5707963267948966,0.10652114551635598,-2.6496734608573083,2.298529503999514,2.5820189108464424,3.1114659352502345,2.0446826995671263,2.2392393311367735,1.3243259940473087,1.683287353418491
47,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-67_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-67_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1556.0689713942927,1110.7486332808908,1,1,0.00801839,0.029859029,0.06782419,0.13358213,0.24453059,0.5161857,0.7413074764484932,0.7668392307494633,0.8387229978616749,0.830710259860223,0.902201012899254,1.179752985361658,0.180448182497714,0.20585267408882094,0.1624016932815446,0.24466908414710117,0.13473764331598403,0.16073414920342954,0.05634601990835071,0.0033231714934272736,0.0005502861459814549,0.00327693395699356,0.001203338839604816,0.0020658444323185723,0.0067094326546711675,0.0004151256360709235,0.0001611968166265912,0.0011470516275406883,0.0006093287212037721,0.0006111013448241694,0.0033011571140325225,0.0006019103864257912,0.0005415721139815953,0.00020790517080110477,0.0006070579502537466,0.000521782261875303,0.0006741909964865011,0.000553374710586161,0.0017556238740203277,0.0010281018519311843,0.0004419494270830104,0.00026270465138330076,0.00016023420703335992,0.0012094868820692255,0.0007129103320088267,0.0002996822924707722,0.00021371111102217905,0.00017904815784462348,1.5707963267948966,-2.681475176911916,1.5707963267948966,-0.34992191043768506,3.1035567240645943,-2.1157944163980766,-1.5707963267948966,-0.43891276121973827,-2.7354983147907794,1.8096371543959897,-1.1096735641103352,1.7260016172330284,-1.5707963267948966,-2.438963721596411,-1.1773698645940147,-1.3813055576770565,-0.3316392244722254,1.4333433056533436,2.0770176365875934,-0.7210435212064866,-1.5707963267948966,-2.9925947467856715,0.11187592022296615,1.8658626405204985,-2.1543042444961826,-0.414500204167883,0.8637160962069635,-2.1243177772469237,0.8950279499602961,-2.7463261923287132
48,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-66_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-66_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1532.4336079676682,1090.5074882381975,1,1,0.015030681,0.050120294,0.098709606,0.1639862,0.2380899,0.43406335,0.7358482041850117,0.7328341602557541,0.8073545146582892,0.9048415004817357,0.9565439743568799,1.20983191656785,0.11233668918004788,0.09197285836213712,0.07220725854188485,0.08067012547850971,0.1068398205517062,0.1217744078225483,0.05371703709963245,0.004361162452323621,0.0021598793356865714,0.0027441981901365963,0.0009655107074173792,0.0013440062442601319,0.005792584457146431,0.0010749629555243277,3.4981797818404985e-05,0.0008970726689756449,0.0007499780057307148,0.00034587087847963097,0.0031673170944906607,0.0006109303625440951,0.0007142679211031224,0.000391257423726152,0.0013441217961650054,0.0007033665302792378,0.000335120430544598,0.00034779842976219737,0.0014337446722645158,0.0008828594474150045,0.00038053895822271416,0.00017607642945507377,0.0002629240366406669,0.0007222671911939375,0.0004431209959436838,0.00018865853562053878,0.00024051710198139426,0.0003678690865049939,1.5707963267948966,-2.2767283442241903,-1.5707963267948966,-2.3645226930628747,-1.8761944455805932,-2.2029807211396,-1.5707963267948966,-2.437559309892066,-2.0322617448484217,0.572151899484851,0.39178899384548477,0.8553115777737598,-1.5707963267948966,0.5780834090540111,0.02658449916754155,2.1090613669150424,1.082571017005104,0.7030583852404588,-1.1446754220372526,-0.45265903754531933,-1.5707963267948966,0.7664771215989,0.10895375111198753,2.477653302821512,-1.47907622335786,1.5023169174833855,1.835101141402006,-2.3755356783176396,2.368406915291754,1.9055754291738656
49,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-65_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-65_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1475.6775062641984,1154.4142645305785,1,1,0.010274339,0.038021404,0.095639795,0.1628088,0.26405776,0.42919785,0.5235251886047657,0.5575805143739473,0.7668654197010764,0.8720131336503607,1.0385430177791846,1.238640954009522,0.1338710029074073,0.20486760011886074,0.20552945125313257,0.0853760182198319,0.1292963094861504,0.12242043416366326,0.04642499370084933,0.003393277297719074,0.0027946000625027364,0.005418262313476894,0.0010365871353241482,0.000989499877631494,0.0063467584232218665,0.0013955988357329373,0.0008051028922164743,0.0006086549087926466,0.0008291165405009385,0.0005522915240380559,0.0009534651867065076,0.0014429333521682527,0.0006832825287044372,0.0005423605852120276,0.0005667131179496943,0.000561355201247955,0.00019272300561358596,0.0002790600088122321,0.00011135470140291194,0.001300928917900745,0.00031040052623275405,0.0002606097369675325,0.0003825813865502695,0.0004623772512601115,0.000175625267551116,0.0005810862331074093,0.0002310122062140867,0.00025867979823582027,1.5707963267948966,-3.0763455942268174,-1.5707963267948966,-0.08632236086002665,-1.4602530786502717,-2.141053897083626,-1.5707963267948966,-0.09822252029186405,-2.409645763658457,-0.32591315774278734,1.5838960554204862,2.480878250420791,-1.5707963267948966,-2.97523737772614,-1.5016629396272916,1.1113923727399335,-0.13808935886263615,1.898349537362369,2.0176263550190976,1.0655252245076097,-1.5707963267948966,3.139158569971273,-1.61784074618136,-1.950938283115746,-1.6565409609552093,2.430567615915571,-2.0046917131259,-0.8308519244880186,1.0175640750485986,-0.6317712175533272
50,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-63_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-63_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1531.2172037583605,1139.7266882372408,1,1,0.01478854,0.044933498,0.090482324,0.16420625,0.24658483,0.4390046,0.7127684403577345,0.6437124923031491,0.7306726344302632,0.8961607650832202,0.9894083608291785,1.2430881510217084,0.16771792528581572,0.20670381298958818,0.16782097079170183,0.11213896674152449,0.11224759167803502,0.1134928402439872,0.05843523878449286,0.0032516693337525326,0.002427699381013944,0.0036465297051609504,0.0013051267508471572,0.0017527309246739816,0.007959567195807583,0.0015212528709131889,0.00044039185453779013,0.0004512633352114901,0.0003365238852856954,0.0005607975232146502,0.00330948169402656,0.0006929656827460663,0.0006288777201292249,0.0002573724839967655,0.0006916803088600882,0.0010313751633336486,0.0007208526038692658,0.00042102914823110053,0.000664748801995856,0.0014249003625677699,0.0003987820981211951,0.0002655722548781734,0.0003970780118094872,0.000601568033035751,0.0006991707485922209,0.00029960133511290583,9.631582407517147e-05,9.018065342432548e-05,1.5707963267948966,-2.3988056777428293,-1.5707963267948966,-2.913955624124478,-0.05596568190432344,-2.2867167054061057,-1.5707963267948966,-2.9765795612590455,-2.651616131322468,0.32681551549911747,-0.4134657358399138,0.22679767550742516,-1.5707963267948966,0.6698681954343599,-1.1645739615310287,2.33011280106206,0.6541162950648995,0.43307418783014695,-0.5705576875220667,0.5935038023951805,-1.5707963267948966,0.27232451729794455,-0.15938353632197533,-2.6296848248783764,-1.8626394772499935,2.7697300644595577,1.116628564653372,3.091998098152065,1.218820311108722,1.2849070798065412
51,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-64_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-64_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1579.8458275780154,1150.3208185731476,1,2,0.010493421,0.046429265,0.09661671,0.16697092,0.2479751,0.43151456,0.5025927696518773,0.671621244205583,0.7773298241792479,0.9066919269868616,0.989030221183355,1.230021373762486,0.15733458335553874,0.18288543119345388,0.14344497602895548,0.10530618259172636,0.11084794216610291,0.19890512903032134,0.051333375594824315,0.002728563699302453,0.002523551117858835,0.0044147875026325995,0.001299393142120713,0.0021799810897069863,0.0064417692502840105,0.0006063976735861255,0.0003474876930222551,0.0009623195875821101,0.0005939869984483996,0.000855336858720811,0.002021108980291938,0.0009504221064939177,0.0006269521928573604,0.00021955963837412304,0.0011670584903313243,0.0012348838529901,0.0003078432772190848,0.0003141984966267214,0.001279150693186519,0.001189714397102426,0.0002699052281240771,0.0003049997276225852,0.00011222492110182388,0.000552289136116658,0.00038273218612136186,0.0006252721765026244,0.0001646625762855013,0.0002007491947935176,1.5707963267948966,-2.8947646437683123,-1.5707963267948966,0.1671600864789911,1.7130844623456871,-2.192142360614827,-1.5707963267948966,0.6374650109377997,-0.6407568469794936,0.4890372302675959,0.59894038354111,2.476464756306671,-1.5707963267948966,-2.8472589768420815,-1.3874946443404306,0.4411564417788509,-0.37881500863945866,1.0704393303401256,2.6990576425658914,0.4841856616043711,-1.5707963267948966,-2.902170659444929,-2.5077580599554348,-3.033978225291338,-1.3658471838395971,-0.6314976011814977,0.7808625629804519,-0.7513328221820927,1.1527455767026893,-0.8098499131517587
52,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-62_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-62_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1548.0250866860722,1086.795611541094,1,1,0.010605997,0.045281474,0.096144296,0.16482748,0.25359535,0.42954534,0.5559805855681508,0.6832421267784318,0.7848464583109153,0.9028705913638869,1.0179693503962113,1.191624455906028,0.3251573426847978,0.14650997389639192,0.13082572717221383,0.14459595093183714,0.14393051716333968,0.15157705838222116,0.07347880011213039,0.005804820214835892,0.003937875650234089,0.004026011429097166,0.0008976873597677441,0.0013434286100722128,0.010314645611385705,0.0015324775676170894,0.0009777528541467194,0.0017950907889015815,0.0005999041300015557,0.0010937294137301034,0.004246773645029417,0.0010667390406199828,0.0009093924423540109,5.220538557235743e-05,0.0007361639889125007,0.000568983735621806,0.0004114147317518617,0.00021982049290515828,0.0007767474552320931,0.001348203006632191,0.0004415569830301052,0.0006044711122435044,0.0002314421119719794,0.0004399379234537716,0.0005700276297956742,0.00029361580527974046,0.0005113140916385929,0.0001921243732470345,1.5707963267948966,-2.4760359998989663,-1.5707963267948966,-3.1060045785900448,0.6087037758152161,-2.943095873166808,-1.5707963267948966,3.0570244614273285,2.0372135129492244,0.5766131240248226,-1.1580883101940718,-0.8872131027515523,-1.5707963267948966,0.03773083348699702,-1.4617302926318871,2.1880399298576494,0.2821820226414673,-0.7328579321809294,-0.5612622777520138,0.6209304453184874,-1.5707963267948966,0.10065402466798087,-1.472722187861899,-2.217157658246162,0.6582389601057197,1.8540010455001172,1.3794965257322063,2.485630093091223,1.0464496214165238,1.4664089329459842
53,1,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-61_c4.jpg,EF5Day13-15_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-61_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1584.2594447855124,1133.5746274758342,1,1,0.0073265033,0.04282947,0.101802535,0.1629141,0.25256738,0.4325601,0.35406825203179965,0.6241468481720243,0.8241071010503633,0.8900576499229073,1.0031273645683678,1.2276834293886887,0.5879947372686397,0.14081318990108124,0.07469526749112271,0.08769288679996957,0.10521731942899577,0.14000574432487692,0.05456020526136312,0.0027866346899667375,0.004459336453318522,0.004649290043386268,0.0007953448907814828,0.0018012424004939906,0.007994993042276452,0.00123102654100233,0.000586146611923278,0.001171973759206078,0.000751598685061085,0.0004377037128245491,0.0018135013542142267,0.0014399851387816387,0.0008633156832169965,0.0005262697707413681,0.001045882225268276,0.0010501643251209316,0.00024900746216993945,0.0005222724680000451,0.000639630531245675,0.001507600603053845,9.474741019260684e-05,0.0004084906896903019,0.000101040812193876,0.0002582760571664625,0.000188184261803497,0.0004044529165292505,0.0003380593473650107,0.0003390244705899767,1.5707963267948966,-2.6234764303192852,-1.5707963267948966,0.4390438400514771,1.993179455278225,-2.3112000811465507,-1.5707963267948966,0.6205033079901298,-0.3300709673273816,0.1362259978252446,0.766268370317525,3.0361544275111063,-1.5707963267948966,-2.8959795083007354,-0.6263294817731186,-0.6827545017976768,-0.233519078232157,1.1898410457019912,2.1732443130508834,0.18545317989009505,-1.5707963267948966,-2.5407668749459,-0.9804160527353001,2.990249798084451,-0.3319831009762421,2.8395309583198043,-0.7984586299017346,0.3251301505296125,2.46683452843179,-0.831239420934037
54,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-44_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-44_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1535.351667256764,1080.2838295211393,1,1,0.007546071,0.039488386,0.10290215,0.18762894,0.281012,0.38142252,0.3308602268940327,0.5452776663493301,0.8069513401387046,1.0005840217772395,1.1128081443250621,1.1311142956765923,0.6437494057311095,0.39858932084314697,0.16638261040608834,0.08426085341157023,0.05314038203471994,0.08897331767710472,0.06566562901364745,0.0012768175286096187,0.004348278785138857,0.002879803071124799,0.002815312897025804,0.0013613903873313648,0.01016435830302996,0.0015565272586361765,0.0016866084868479277,0.0011004904848510644,0.00032013824176785306,0.0004619366667117274,0.0015999106688780863,0.0006132999536325333,0.00013381339587844115,0.0005442323230818627,0.000618825016592738,0.000547447761455823,0.00040129823413419957,3.0755700837180234e-05,0.0006222271281111917,0.0008525091441164953,0.00038474742401201474,0.00023471270667745897,0.00040048494252439013,0.0012895459980145731,0.00021152649140188253,0.0004490398122378973,0.00020194323092929774,0.00016073826738358945,1.5707963267948966,2.9176802530570614,-1.5707963267948966,-0.6198840707444712,2.012657349471751,-1.2320454080980243,-1.5707963267948966,-1.5204132003105661,2.3688679401245776,-1.056397506597204,1.6335188976448625,0.6368279979113951,-1.5707963267948966,-2.9596155466208085,-1.9530627231991085,-0.13668747827316713,-0.5226604090375202,1.591051659906208,-2.927316670874099,0.5100681289004416,-1.5707963267948966,2.3141446633915366,-0.44946401850439127,-0.36875550421428877,1.8287107402077198,-0.9468095398548094,1.0743673941618357,-3.0781750403058097,-0.40607277769346145,-1.1226896514772657
55,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-43_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-43_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1689.337554914553,1055.9886873853166,1,1,0.010947006,0.041543975,0.10874871,0.17251821,0.2606887,0.4055534,0.6105268180250699,0.643699414881904,0.9011778399750299,0.9456174079199886,1.0341839171194749,1.1192479527805206,0.43328853283324037,0.2557425705785437,0.26239762071578804,0.10455458292999617,0.14522081890373797,0.12210668357780222,0.05905380996765325,0.0018904961467792374,0.008484754594074474,0.004949143876812481,0.0016965860395458938,0.0014708896046052675,0.00763187291742805,0.000900389558028361,0.0006142677932949069,0.0023105225659712843,0.0015998847994876276,0.0003937433593202302,0.0003031578553296651,0.0013592727165326064,0.0017142752213175085,0.0005507679567017104,0.0006548229313436673,0.0003308471768865539,0.0012084175554238857,0.0002004147228453117,0.0001983856029541627,0.0019442767513398334,0.0004377200698339496,0.000740914081850994,0.00014370706557328242,0.0006852044877839827,0.00011459173461116467,0.0013211979117769585,0.0005596205481749438,0.00012386910291789068,1.5707963267948966,3.046622143057674,-1.5707963267948966,-0.4269113726789965,-2.931700458712452,-2.6972896003899027,-1.5707963267948966,0.3728604331731604,2.207102221049166,-0.038917018768203325,0.666056355613967,0.690722291308867,-1.5707963267948966,-2.648214679471698,-2.1680425064908873,-0.715728509709605,-1.5089071054806202,-2.5914786084300436,-3.106112802237144,1.8452204538934673,1.5707963267948966,2.8655127910159672,1.243585010811077,1.6839102877535694,1.8943980106916543,1.6581872623226075,-2.8311399425797994,-0.14617780519544102,-0.8196816150453033,0.23473082116379307
56,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-42_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-42_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1572.157362754817,1078.503048607681,1,1,0.012076296,0.040859684,0.08176621,0.1403793,0.29733428,0.4275842,0.9682687147173245,0.9307259459619349,0.97653266022914,1.0046019292801347,1.0793521907730699,0.9615441911191744,0.13480389834647896,0.23769528913206645,0.11348436987467607,0.0797582776418138,0.10060516008648086,0.08624785253776596,0.0461660891001295,0.0029088006750043333,0.018429254474869965,0.007743592804677573,0.0026220486930675175,0.0006513036648239216,0.0007680153609797663,0.005747408822049077,0.0022326146299892105,0.0006592322927408046,0.0009672641514661524,3.726208751016913e-05,0.0004341696830721006,0.0009539428509346345,0.0015705001668753348,0.000885939571127392,0.0013226955194708856,0.000986039624541779,0.00031145330395598815,0.0001251511046053571,0.00011740448404637331,0.0013277552382781582,0.0012988830130244262,0.00043190417343141283,0.0004562483562236508,0.000735935413331098,0.0007405905933952093,0.0006205694022888906,0.0003618316331168787,0.0001363396184142442,1.5707963267948966,-2.106969807397355,-1.5707963267948966,-1.4906361369425662,1.1023546272997398,2.3801827299712297,1.5707963267948966,1.7625338489312021,1.3854850660548947,-0.7489223959088763,-0.3977960913796201,0.4691929224978631,1.5707963267948966,0.9556878199005232,-1.993507518641855,-1.9021007312338654,-2.5026680576261957,-2.8091292352308113,-1.5359274746686933,-0.1682356872381623,-1.5707963267948966,-1.3121150822059793,-1.1393864052715479,0.6561251535166961,1.2020875732622642,1.2285520007413382,0.8194129953307147,1.7707249478723037,2.6098750788015836,-2.995542203981708
