ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_SpheroidMask,RadialDistribution_FracAtD_Fluorescence_1of6,RadialDistribution_FracAtD_Fluorescence_2of6,RadialDistribution_FracAtD_Fluorescence_3of6,RadialDistribution_FracAtD_Fluorescence_4of6,RadialDistribution_FracAtD_Fluorescence_5of6,RadialDistribution_FracAtD_Fluorescence_6of6,RadialDistribution_MeanFrac_Fluorescence_1of6,RadialDistribution_MeanFrac_Fluorescence_2of6,RadialDistribution_MeanFrac_Fluorescence_3of6,RadialDistribution_MeanFrac_Fluorescence_4of6,RadialDistribution_MeanFrac_Fluorescence_5of6,RadialDistribution_MeanFrac_Fluorescence_6of6,RadialDistribution_RadialCV_Fluorescence_1of6,RadialDistribution_RadialCV_Fluorescence_2of6,RadialDistribution_RadialCV_Fluorescence_3of6,RadialDistribution_RadialCV_Fluorescence_4of6,RadialDistribution_RadialCV_Fluorescence_5of6,RadialDistribution_RadialCV_Fluorescence_6of6,RadialDistribution_ZernikeMagnitude_Fluorescence_0_0,RadialDistribution_ZernikeMagnitude_Fluorescence_1_1,RadialDistribution_ZernikeMagnitude_Fluorescence_2_0,RadialDistribution_ZernikeMagnitude_Fluorescence_2_2,RadialDistribution_ZernikeMagnitude_Fluorescence_3_1,RadialDistribution_ZernikeMagnitude_Fluorescence_3_3,RadialDistribution_ZernikeMagnitude_Fluorescence_4_0,RadialDistribution_ZernikeMagnitude_Fluorescence_4_2,RadialDistribution_ZernikeMagnitude_Fluorescence_4_4,RadialDistribution_ZernikeMagnitude_Fluorescence_5_1,RadialDistribution_ZernikeMagnitude_Fluorescence_5_3,RadialDistribution_ZernikeMagnitude_Fluorescence_5_5,RadialDistribution_ZernikeMagnitude_Fluorescence_6_0,RadialDistribution_ZernikeMagnitude_Fluorescence_6_2,RadialDistribution_ZernikeMagnitude_Fluorescence_6_4,RadialDistribution_ZernikeMagnitude_Fluorescence_6_6,RadialDistribution_ZernikeMagnitude_Fluorescence_7_1,RadialDistribution_ZernikeMagnitude_Fluorescence_7_3,RadialDistribution_ZernikeMagnitude_Fluorescence_7_5,RadialDistribution_ZernikeMagnitude_Fluorescence_7_7,RadialDistribution_ZernikeMagnitude_Fluorescence_8_0,RadialDistribution_ZernikeMagnitude_Fluorescence_8_2,RadialDistribution_ZernikeMagnitude_Fluorescence_8_4,RadialDistribution_ZernikeMagnitude_Fluorescence_8_6,RadialDistribution_ZernikeMagnitude_Fluorescence_8_8,RadialDistribution_ZernikeMagnitude_Fluorescence_9_1,RadialDistribution_ZernikeMagnitude_Fluorescence_9_3,RadialDistribution_ZernikeMagnitude_Fluorescence_9_5,RadialDistribution_ZernikeMagnitude_Fluorescence_9_7,RadialDistribution_ZernikeMagnitude_Fluorescence_9_9,RadialDistribution_ZernikePhase_Fluorescence_0_0,RadialDistribution_ZernikePhase_Fluorescence_1_1,RadialDistribution_ZernikePhase_Fluorescence_2_0,RadialDistribution_ZernikePhase_Fluorescence_2_2,RadialDistribution_ZernikePhase_Fluorescence_3_1,RadialDistribution_ZernikePhase_Fluorescence_3_3,RadialDistribution_ZernikePhase_Fluorescence_4_0,RadialDistribution_ZernikePhase_Fluorescence_4_2,RadialDistribution_ZernikePhase_Fluorescence_4_4,RadialDistribution_ZernikePhase_Fluorescence_5_1,RadialDistribution_ZernikePhase_Fluorescence_5_3,RadialDistribution_ZernikePhase_Fluorescence_5_5,RadialDistribution_ZernikePhase_Fluorescence_6_0,RadialDistribution_ZernikePhase_Fluorescence_6_2,RadialDistribution_ZernikePhase_Fluorescence_6_4,RadialDistribution_ZernikePhase_Fluorescence_6_6,RadialDistribution_ZernikePhase_Fluorescence_7_1,RadialDistribution_ZernikePhase_Fluorescence_7_3,RadialDistribution_ZernikePhase_Fluorescence_7_5,RadialDistribution_ZernikePhase_Fluorescence_7_7,RadialDistribution_ZernikePhase_Fluorescence_8_0,RadialDistribution_ZernikePhase_Fluorescence_8_2,RadialDistribution_ZernikePhase_Fluorescence_8_4,RadialDistribution_ZernikePhase_Fluorescence_8_6,RadialDistribution_ZernikePhase_Fluorescence_8_8,RadialDistribution_ZernikePhase_Fluorescence_9_1,RadialDistribution_ZernikePhase_Fluorescence_9_3,RadialDistribution_ZernikePhase_Fluorescence_9_5,RadialDistribution_ZernikePhase_Fluorescence_9_7,RadialDistribution_ZernikePhase_Fluorescence_9_9
57,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_3-Image Export-41_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_3-Image Export-41_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1558.0149563703415,1079.4340870682236,1,1,0.017182779,0.056435395,0.09969632,0.15706635,0.25078237,0.41883674,0.8689211718845479,0.8566640136040812,0.8252949486496344,0.8619406954049927,0.996943882712487,1.1641759204463853,0.09550181846237656,0.0707910216194836,0.05200214249497977,0.073494416183853,0.09213116278468636,0.09636909093230868,0.06897946736252468,0.0014814732186848652,0.010185519029246167,0.002510263893016477,0.0004893415087096923,0.0033810332549081526,0.009431993959711275,0.0015366645234199965,0.0015399905081885652,0.0004084774909176638,0.00042845956153476157,0.001469570699006829,0.0023494038191739343,0.0015836512920109336,0.0002853970006778655,0.0003923080061827946,0.0009652950481006547,0.0021174256860109976,0.0001074964821078613,0.0005966700044894315,0.0021535838967604855,0.001527094957455821,0.0008064167764818753,0.0006084706231489786,0.0007047528750466261,0.00017638013185071808,0.001169888666378968,0.0005881657680521851,0.0011886642450505448,0.0004753042461114516,1.5707963267948966,-2.69456898684032,-1.5707963267948966,-2.581078500964627,-1.4480956142090016,3.037525524567867,-1.5707963267948966,-1.720314150652298,-1.179754065587034,0.3487728376141272,2.2115603077886923,-0.2504510090971909,-1.5707963267948966,0.72255405320161,2.9922895897956647,1.3891135874421539,1.1980971061801455,-0.023441391554965336,-1.5158037754901232,-2.143774240080751,1.5707963267948966,0.8366729446065059,1.601868359836395,-2.676186634334007,0.8465737869112268,-1.9142574108135613,-0.17335955802749967,2.9468727404675357,0.7500044161090015,-3.0904027923850914
58,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-40_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-40_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1578.9923228992811,1088.292040134691,1,1,0.010117135,0.043004557,0.09501341,0.16839606,0.27546242,0.4080064,0.5427153850536192,0.679425320517958,0.8052244280326087,0.9334590821752493,1.0919545388491076,1.1105202711910704,0.6507657299249631,0.42761984680270826,0.14720529173009253,0.1580892177077569,0.09154074124063001,0.11989565860975726,0.05851183551257738,0.002017141695329108,0.0114860147849546,0.006310750876477499,0.0002821775217951075,0.001304029268303248,0.007842598830932438,0.0006599147132358536,0.001523361635427826,0.0014413936835882598,0.001700419910455597,0.00010046190886766894,0.0014794373330030757,0.003286805954237158,0.0007003547484688243,0.0004734512408875755,0.0005152150282289205,0.00020090837724576882,0.0003255941883075416,0.000309254994251783,0.001400478408034811,0.0010591669201100039,0.0007497239436495969,0.0004815148699725553,0.0002596230343038164,0.0007683213425530126,0.0006132290657225579,0.0004608661045678399,4.201002283578065e-06,0.0003416736390824219,1.5707963267948966,-2.6942183041063457,-1.5707963267948966,-0.7263833417220125,-0.2747466290878911,-1.4543661399878944,-1.5707963267948966,-0.9598710025697091,3.0346838154205145,0.8165981101507122,1.464566344691128,-2.426787173154411,1.5707963267948966,2.4897013118781586,-3.1079454485612774,0.5015050389498663,-2.803785965202386,-1.4952082344134252,-2.780625302007907,1.9390161638046444,1.5707963267948966,2.1393919033682915,-0.6275245016381531,1.0137558006671359,-1.8981268783947731,-1.0188060003932604,-1.2119020978167034,-1.2667740921282098,2.322189477737068,-0.47798686779897265
59,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-39_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_1-Image Export-39_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1510.024622225033,1045.6259944190174,1,2,0.005884686,0.034868155,0.09639985,0.17357634,0.2683664,0.42090458,0.3123725103366708,0.5476123271714164,0.8042915429233752,0.9389338588822439,1.0523633672321446,1.1765228537667536,0.2574339393038492,0.31641370906686983,0.10643078870354346,0.05350486085496703,0.061262463977092105,0.09666159203960382,0.06391731557112444,0.002166016596948466,0.009754341132053632,0.007200116287948428,0.000937687143434542,0.0009299519038184128,0.009124801108619606,0.0017150869654792348,0.0018688067859079836,4.756402152078131e-05,0.001130208674873877,0.0002730290386881464,0.0020609466957827263,0.002888099139068376,0.0013621594909333469,0.0004343336308898579,0.00039587226320920657,0.0006086718449044505,0.00024464409098957376,0.0003073379778595599,0.00040442147302450094,0.001883415039354566,0.0005336454806916914,0.00044978046525961615,0.00037124250135394353,0.0003813572908481842,0.000551568840569411,0.00017150193662634867,0.00044021973751450286,0.0002395648869789902,1.5707963267948966,-2.1162912157737828,-1.5707963267948966,-0.38827682492356635,2.204212221115426,-0.3262927787967015,-1.5707963267948966,-0.7496869743252719,-2.868276759716129,0.38516126728598316,2.324590948223193,-0.9666819593925021,1.5707963267948966,2.798033774378011,-1.9268535771723632,1.4629626955005537,-0.11217748413591808,2.0424009780660066,1.8748435800229923,-1.2337096048462888,1.5707963267948966,2.482320245180453,0.4560782599125914,2.5530970744575456,1.6237535162710017,-1.896925610137543,-0.9379134051842662,-0.2050796106863783,1.7744950898648681,-2.414482819500198
60,1,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-38_c4.jpg,EF5Day13-4_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4_2-Image Export-38_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1600.0395592450548,1088.9126746584811,1,1,0.011830821,0.034786087,0.069894336,0.12935959,0.22513226,0.52899694,0.8448250476091437,0.7287420276732395,0.7747865103256237,0.8782198187825873,0.98418179327034,1.1207504925502345,0.34825267568615514,0.37969865724267876,0.29077500289209013,0.18281184741715936,0.04356396093528032,0.05766073666202559,0.0698601760248302,0.0007926186033358817,0.012463834803286304,0.007809114187207914,0.0020894185489296934,0.0009623976617637658,0.0079915617210905,0.0018978523981146246,0.001646464181016395,0.0007660490951752032,0.001911384388890186,0.0006859041276800069,0.0010435091730501636,0.0033652588052753875,0.00026258383149542247,0.0011849841531779643,0.001720985090325838,0.001504328106548232,0.000883236368446327,0.00029120400830423717,0.00014637819129863493,0.001224470633703759,0.0009025421638849108,0.000993822380801838,0.0008468987611204312,0.00023278937865148726,0.0004188045021391802,0.0012177632537266557,0.0009591526474967991,0.000640185355388778,1.5707963267948966,-2.9909067230889583,-1.5707963267948966,-1.1717479053420803,-1.9815481151487873,2.8478213405360404,-1.5707963267948966,0.4296832887305556,1.9033717672629393,-0.5918653159364761,-3.132597743143165,0.6351445095242574,1.5707963267948966,2.2815925585163948,-0.17742356374514823,-1.3196396773750987,1.1682223979498234,0.14903732691744506,2.32195731877053,0.9714523085789356,-1.5707963267948966,2.3070972110848667,-2.6083974260585907,-0.40784195634424586,-3.1218942372523113,3.1345510299993786,0.584957918676288,-0.8540773147798668,2.907135454460405,-0.0386153895105676
61,1,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-75_c4.jpg,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-75_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1607.317767122296,1087.857004794967,1,1,0.014788593,0.049002927,0.0995928,0.17592971,0.2624161,0.39826992,0.7035750498834075,0.7218008878409977,0.8296348931905847,0.9816193920771501,1.0641762223530113,1.0904571628855988,0.09971997822342644,0.07806727457238002,0.1339051858758579,0.06524608231943065,0.1262498603530518,0.12798802901496664,0.07514196615372983,0.006560768947998768,0.01363303854069209,0.004855071884586729,0.0019372506381540328,0.0017434060374976511,0.009869334916264868,0.0005064238504992383,0.0008135552506841175,0.004046315355748043,0.00174975327560206,0.0008386090945895622,0.000496218461630658,0.0025204159182230543,0.0006720688212847311,0.00043401167198674315,0.0012078457300436637,0.0013927973089064248,0.0008817156975142226,0.0007746378925164986,0.000977210598020149,0.0006984330141143421,0.00062166348959133,0.0005964329059047127,0.0006534896259475819,0.0011103260861735334,0.0016730473726870453,0.00047099530666357375,0.00037973326260065925,0.0005421624481782754,1.5707963267948966,-1.5833829889852817,-1.5707963267948966,-1.316699615804685,-0.7651581678624397,1.0988456473891453,-1.5707963267948966,-0.9810317458986948,2.960109642769649,1.6995221361366057,2.3062240613824807,-2.839284036515687,1.5707963267948966,2.1456431667461304,0.42659009381162827,0.25447854728887404,1.9953428365790993,-1.928884891742543,-0.9985696292516182,0.4717393947145155,1.5707963267948966,2.1215973564620443,-0.4504035160039719,2.1226255680675186,-1.9485874148245488,-0.9320628254751006,-0.870774396882373,0.7961420976103618,-1.8167762036488209,2.2612004240888806
62,1,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-74_c4.jpg,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-74_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1613.164010262448,1070.685923400666,1,1,0.013383193,0.051834997,0.10514781,0.17958653,0.24031529,0.4097322,0.767829282044716,0.8520358881608033,0.9109615157211891,1.0226479812554492,0.9710947104935307,1.069153105128969,0.12958263076369259,0.13315572566787942,0.10076326179715302,0.13289692480005075,0.09043350505933809,0.14311033253437133,0.06173798132063946,0.002680766658309287,0.017972199633430223,0.005915491675613277,0.001027994413648606,0.0015007877420732888,0.006135791255808606,0.0016403685894248942,0.0017097087422951853,0.001509688045455764,0.00012330328311672346,0.0009353582604519637,0.002652927309901522,0.0028023788114287466,0.0006442164763999819,0.00041435244908483566,0.001060218458917807,0.0007700108532745291,0.0009213179034019673,0.0004178705016467371,0.0005783078435513335,0.0002019902048055915,0.0019627322679549642,0.000465302708424063,0.00032772149425353876,0.0010756821802420254,0.0010181768051435898,0.00047789994147896846,0.0006159048639978519,0.00018221908197185092,1.5707963267948966,2.229655722048294,-1.5707963267948966,-1.6153235720170838,2.7098028316241507,-0.5703947672539199,-1.5707963267948966,1.5235625510807116,1.5183871583175272,-1.4159294751689795,-1.5976444826633487,1.841877794216964,1.5707963267948966,1.582078218298515,-0.1544596418407036,-1.3798267621049776,-0.9085839018879852,2.038364115367077,-2.140746016191891,-0.053719323211515166,1.5707963267948966,-2.596799158137262,-1.990357592150201,-2.9192599654141143,1.0356641481551676,1.1821756799821357,2.128055570474402,-0.5964732356482005,-2.220391946935499,2.1282081786128937
63,1,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-73_c4.jpg,EF5Day7-10_ER_1000ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-73_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1611.380321435199,1127.934314077124,1,1,0.016568288,0.058311746,0.10178888,0.1657403,0.25575203,0.40183884,0.7975350342347041,0.8398352032066858,0.8271644762310035,0.9145603613373737,1.0354550451402438,1.120836737483558,0.05309893963918592,0.07198603454807927,0.10329259811230075,0.11137475377625729,0.07531084300094626,0.10211342861299287,0.05716991738419635,0.0020656075680073973,0.009451455819379936,0.0044810642813906424,0.0010789173183255328,0.0006489308090798348,0.007782040064280293,0.0009251194726144912,0.0005118473156581621,0.000610356093301244,0.0004593944991980267,0.0008142017455066442,0.0010744648101321704,0.0022724566538984245,0.0007022715040462485,0.000676385785667671,8.383532875609438e-05,0.0003001312211788731,0.00012062022832735538,0.0002929047734508114,0.001441388191649567,0.0016047616274495946,0.00032707361619430884,0.0006433226866278061,0.0007337896388524082,0.0004930112980381697,0.0003000461133597135,0.0005817731823704201,0.00010861827544310482,0.0001624226828245024,1.5707963267948966,-1.991442176726998,-1.5707963267948966,-1.1726881771409958,0.8819119387300692,-0.23054573447541746,-1.5707963267948966,-1.055136295175781,-2.9883608469713976,1.773088973432811,1.2073948015231035,-2.210917684149889,-1.5707963267948966,1.9398655056299705,2.5366987318489764,0.7248823270865502,-2.3023333482385855,2.807315119453162,2.724592180082598,1.3569436727243462,1.5707963267948966,1.8686811021100094,0.9739636328846494,-1.7676581008339771,-3.0888533909791187,-2.2751895975183523,-2.001125862385301,1.1042290052315547,-0.4794864126295239,1.4534618331013804
64,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-50_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-50_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1570.961434407745,1118.0264441240097,1,1,0.016315086,0.05499785,0.102724366,0.16762796,0.26643804,0.39189672,0.8663426715481135,0.8648872450739773,0.8628151423599473,0.9236851355620487,1.057440960286722,1.0734581502912204,0.1185237012344531,0.08172796766730034,0.08465352654507048,0.15379738976460033,0.1024327338556478,0.04915551310097447,0.06733444341860015,0.003817588495075385,0.009414559618832934,0.004367887228846364,0.0008209894829883286,0.0012771994079538464,0.00932676575467597,0.0008472680042881224,0.0012635706961262865,0.0013658838817088726,0.0008012575005693308,0.0003810355327172648,0.002772423541194373,0.0019930873717484143,0.0007946547868347699,0.0003621434803396523,0.00019738711759788798,0.0005931076830619209,0.00040749638204591094,0.0002845523580302422,0.001440561354182329,0.0010629298562245019,0.0010833508828570332,0.0005360740748415873,0.00033066797974073855,0.0005862072275581966,0.0007753382857219639,0.00016800460524063745,0.00026793148512931346,0.0002240547988004743,1.5707963267948966,2.506018218239159,-1.5707963267948966,-0.40248556949155884,-0.28658685547308294,-2.034364850339351,-1.5707963267948966,-2.012089752440581,0.9316004784272122,-1.2066659767464887,0.2248015539624232,1.4771779646996994,-1.5707963267948966,2.46810292089616,-1.7343949900485218,-1.5088222676547254,0.0019227082346383745,1.0882695107818365,2.0086266305102862,-0.7563153902197625,1.5707963267948966,2.7720271735832154,-2.719563408655148,-0.13914497680841886,-1.6371228492406655,1.3108821050576407,2.6441716349879965,-2.3824346112475774,-1.2353568803200354,-0.5180086357695804
65,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-49_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-49_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1509.3341835597769,1053.5915308920273,1,1,0.014520501,0.05302394,0.09483977,0.1664844,0.2590876,0.41204387,0.6890684176346221,0.7593911554439219,0.7696664602096941,0.9198818225406968,1.0481019686001434,1.151926881759362,0.10328482219795601,0.07061906744391322,0.07863710919581489,0.07066610610492678,0.09647502475627079,0.052475286436808447,0.08364886153537285,0.004035021607448849,0.00882552520963992,0.005119600931711657,0.0007150296749395273,0.0007871858029771565,0.012998583695253103,0.0008015144619457683,0.0012290461272202713,0.0012202731744107016,0.00012117081731155667,0.0009129733668789611,0.0037244466573370127,0.002047817814395985,0.0006833815522703394,0.0003607915768421789,0.0014591905599823,0.0009415531723035246,0.0005698788753430393,0.00019813906553527025,0.0010326781855113916,0.0015113638489861376,0.0004963448052854767,0.00022712939711520984,0.0002478217454089317,0.00032508850491885143,0.0001293605896516393,0.00037177649782688056,0.00047712532723193454,0.0003676668663977457,1.5707963267948966,2.7569387114320985,-1.5707963267948966,0.7885224836419321,-2.6697291690007097,-1.1608609120631417,-1.5707963267948966,-0.04775819564856629,0.2303166416987882,-0.346237756797156,1.32432179165173,2.0199155431379694,-1.5707963267948966,-2.4232155678611824,-0.15135339758648442,-1.7714630039450978,-0.21839527666391462,2.323099797762577,-1.358670338485506,0.010814188936634673,1.5707963267948966,-2.6785135644298728,-2.6951706482975752,-0.6582250053200387,3.082743032877679,-0.29172752881341196,1.1919855989703423,-0.4641451105837864,1.5214866563994656,-0.4166143066204467
66,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-48_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-48_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1608.2067171142176,973.0649095624931,1,1,0.017690256,0.057986915,0.10590747,0.16858445,0.24989475,0.39993617,0.8651178097695378,0.8837113574124839,0.9065555267596886,0.9659893346712165,1.0275772171885609,1.0541229599642474,0.05826039981906132,0.0734767719533797,0.12095849253640731,0.12533659206095554,0.10555944207330722,0.12096326531103228,0.12165656190760234,0.0030751754589251248,0.02317140971982622,0.004513892654317994,0.0015390185947773008,0.0020827379702439423,0.016206019774228787,0.003073594492831753,0.00036820749108417133,0.0019730188070569642,0.0008670863837122938,0.0009246410496630471,0.002288987662237775,0.0026517567008836106,0.001249169974769861,0.0018261664574670449,0.0006604513210684469,0.0019281251936819849,0.0004227842598093827,0.00012347224726421901,0.003398992778646176,0.0023045672337185233,0.0010672193187369662,0.0015242883933118973,0.00027371424965971433,0.0012663301566541655,0.00041176352520188745,0.0008486390306754765,0.00035768018379555503,0.0003768889465579609,1.5707963267948966,-1.6597965288462857,-1.5707963267948966,-0.42088553664112993,1.7121827074405662,-0.23834940271187927,-1.5707963267948966,-1.3645469447923237,-2.9066965118320716,1.0945245237699606,1.5340893649108502,-1.3136495153418788,-1.5707963267948966,2.1522360634704603,2.5678084052576695,-1.501279353699856,-1.8825817199524175,-3.041738674726915,1.5168392068573975,-2.8341417457653053,1.5707963267948966,2.472265176534637,0.0977200512161854,1.2801941253420084,2.5222722208824555,-1.8187294868858292,-2.104011338943146,1.8517891586971744,3.078760299614769,0.2775828548703017
67,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-47_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-47_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1535.6405852888531,999.2036591328147,1,1,0.013769851,0.049942497,0.108977355,0.17662899,0.25238532,0.39829597,0.6643089727713952,0.73720860875684,0.8894125266942059,0.9645127441999254,0.9975659830293165,1.1287317601389284,0.12483288509163824,0.15424796324582019,0.10006209138800749,0.09322430592317217,0.06960089172786163,0.04620096277159975,0.11473031978741297,0.004844054168987426,0.010705018826762221,0.0044993139041101205,0.0013165708801662643,0.0022757032528621214,0.01513212877900632,0.0016424808923819361,0.0018942770555508421,0.0010249214491562695,0.000508042875639175,0.0011493795181564982,0.005646878416717038,0.0007732278355865655,0.0003309798230178388,0.0012066041476193061,0.0021472688713445307,0.0010031098523120459,0.0005123983361849103,0.0009065840140236018,0.0011968014649115968,0.0019047653413012116,0.0010947060641764944,0.0004761989800218882,0.0009734448669555934,0.0015493050114996308,0.0008092946868135652,0.0007882974777466583,0.0003108859128574181,0.00024250987899960703,1.5707963267948966,-0.07304907132857277,-1.5707963267948966,2.138670755100498,-1.0428014389366842,-0.2138027429157581,-1.5707963267948966,1.366590656681754,2.3081282013805544,-0.6609089724370342,0.7671183819950724,2.348283722908564,-1.5707963267948966,-2.643451066387216,2.9047973493555928,1.656367613498535,3.0034637184558775,2.398520909373465,0.21836987329145155,2.294506553585732,-1.5707963267948966,-1.281515396531538,-0.9691321277050265,-2.1717172402924003,1.560348074664209,2.6913759863829845,-2.6824145115705447,-0.44003367704760327,-0.9322040933011212,0.30801306387137556
68,1,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-46_c4.jpg,EF5Day7-13_ER_1000ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-46_c1.jpg,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,C:\Overflow\EF5 Consistent staining\Altered ER and CA9 White_Black,1559.8815827130775,1051.6296163987067,1,1,0.014271556,0.05468965,0.1054614,0.17164472,0.2766499,0.37728283,0.6800010160677157,0.815820803718759,0.8921050528476718,0.9796256857363627,1.1271837544470396,1.0111823848943302,0.1816172946881299,0.06066387067863778,0.0674091981032024,0.1482165535652634,0.1451244875256438,0.12450797300335013,0.10582867898027283,0.008218789318763289,0.01941787196465357,0.002451158537079528,0.0014051742369620066,0.0030165404143664407,0.01572302906894882,0.001939671195880461,0.0013347096225503857,0.00272964007970056,0.0020236487617493453,0.0008304603921861783,0.00011423889836723617,0.0014240710111404072,0.0004995732455100651,0.0008673695924570248,0.0019973241578106005,0.0015565035116367762,0.000445750407135686,0.0003628675381575907,0.0027777064343232423,0.0009174095912530219,0.0009050290585896067,0.0006806412305907719,0.0009338585783396829,0.00027507416819080405,0.0008340622770645632,0.000990128385578263,0.0006049894279482444,0.0013538524636986223,1.5707963267948966,-1.6718118410714056,-1.5707963267948966,-0.16523782323579336,-0.10227556785668147,-0.015188768621805663,-1.5707963267948966,-1.9824282404588085,-2.342433483806637,1.641027908444469,2.8319441851143514,-2.27374798972301,-1.5707963267948966,2.0316676109484373,1.459393548146654,1.4648122133982515,1.9464461730725888,3.0778454933919526,2.3776318136581107,-2.6332534053089813,1.5707963267948966,1.913652838151225,0.4497749900175201,0.10678343318248659,-0.5995146549140898,-0.15028378884675977,-0.9732407757360232,0.6907541837330993,-0.05097161051462947,2.98389017947326
